Unnamed: 0,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25
2012-02-17 00:00:00,0.0005364479102444,0.0003487342629649,0.0005374789106273,0.0011810176285871,0.0006081104277014,0.0007758043012854,0.001435782536191,0.0024876275826014,0.0021465975779179,0.0019424444136926,0.0042790427030986,0.0044603081559223,0.0046446666098947,,,,,,,,,,,,
2012-02-17 00:15:00,0.0003537145900068967,0.0002758808233654357,0.00031401283249430175,0.0001901149609327859,0.00028057717134198103,0.0008317044966930898,0.0011553033809129653,0.001108131588174123,0.0009549732109175351,0.0012741572294472263,0.003989030803871428,0.0032573532170367355,0.0012359842535928746,-0.00431874015402097,0.0007879054949092826,,,,,,,,,,
2012-02-17 00:30:00,0.00017795307841966788,0.0003377140102816502,0.0006108002653554125,0.00043628357215755455,5.5167422046004396e-05,0.0004460986751063889,0.000721415774560752,0.0006071260798183861,0.0006580414334596077,0.0031828715606341358,0.0026080103602901653,0.0018568274890770407,0.0008137194021429471,-0.004251216470168105,-0.0005001241878120709,,,,,,,,,,
2012-02-17 00:45:00,0.0002134700613860285,0.00036018829436362663,0.0005876568358900899,0.0006856494889421154,0.00034300702504446926,0.00046423316643112635,0.00026010106297416684,-0.00019886367735299308,0.0010048512701914315,0.0017082050679599135,0.001024150888018803,0.0009576736756626372,0.0008751475110617756,-0.0034938819773437666,-0.0003516979560614529,,,,,,,,,,
2012-02-17 01:00:00,0.00031445944568484434,0.00025481760806938684,0.000550516113561064,0.001200116584656818,7.275004156430603e-05,0.0003244443455122905,0.0006255583564092195,0.00042043852009395307,0.0009706142508253183,0.0006533104926129204,0.0007766510926853577,0.0011907364684746618,0.0012436634115443777,0.00026483407958492804,0.0014060753164841008,,,,,,,,,,
2012-02-17 01:15:00,0.00032258354471498377,0.0003262458363086612,0.000550564297429316,0.0008043051303339918,0.0007443499467035781,0.0001933550700470819,0.0005560806749914347,0.0005865950302211357,0.0006716516157446248,0.0014764474157139957,0.001368075366324778,0.0010005169819305884,0.0008845199726509746,-0.0014516178218140932,0.0005204265056301794,,,,,,,,,,
2012-02-17 01:30:00,0.00027297463468697604,0.00024844045703582433,0.0003316144518449813,0.0004910637735293789,0.0008332357798630922,0.0006345000671525956,0.0008306561211299583,0.0005886932587491325,0.0012451879815919631,0.0013647874989175348,0.0008528417535390802,0.0008278606500655409,0.000719293850199512,-0.00023706357934570997,-0.00013609120846067455,,,,,,,,,,
2012-02-17 01:45:00,0.00026460293815356196,0.00010724645981259041,0.00023216192098257505,0.0005207618021363674,0.0007649025067067002,0.0008374832559331682,0.0009064865423206547,0.0005892673045927888,0.0011545133950423261,0.0010767577831734547,0.0008618623391092435,0.0008021381596554452,0.00048126922203443575,-0.0005674893127743887,0.0013484410954435716,,,,,,,,,,
2012-02-17 02:00:00,0.00032263870764638234,0.0002068027237699925,0.00018053879772272734,0.0005341213508876238,0.000826694284516115,0.0007950044641367374,0.0010629316267658515,0.0007582329841264079,0.0007490217339967914,0.0007744144336697412,0.0006622861821243023,0.0005343894652602206,0.00040950922967465664,-0.0008981771478199822,0.0007027706357664153,,,,,,,,,,
2012-02-17 02:15:00,0.00040922884814935303,0.00024169955514333606,0.0003373316436085086,0.0005479367601238132,0.0005389024971067281,0.0007263802082456432,0.0009136244516624754,0.0004395420495823288,0.0008131647336030467,0.0011770854247707635,0.0007897407131455401,0.0006164004638565249,0.0003788988618316031,-0.0001107255524504108,0.0007384104477186535,,,,,,,,,,
2012-02-17 02:30:00,0.0004143569080885221,0.00037928260991702763,0.0005343471054365347,0.0007211559503763506,0.0006372216949396288,0.0006990531068914619,0.0006580137788432381,0.00014804452837578064,-0.0002985295568599386,0.0016007247316710033,0.0012284908395240423,0.000690761078903734,0.00014908678419109912,-0.001135948722825331,-0.00044118260844704717,,,,,,,,,,
2012-02-17 02:45:00,0.00041561403248448875,0.0002769869492948385,0.00035503023891274673,0.0004973885248310244,0.0007750857306244184,0.000949685081395589,0.0009445966083655017,0.00013090950087431345,0.0008135253545516544,0.001120168617467155,0.0007037743245941835,0.0006286080411687961,0.000721905644262692,-0.0005776553599272237,0.00026608270016075344,,,,,,,,,,
2012-02-17 03:00:00,0.00038324039476826904,0.0003659344768632392,0.00021048279980452917,0.000278372533061836,0.0007349592459285104,0.0010341763543488566,0.0007842979121999621,-0.0002364614768890093,0.0006747693712421656,0.0009197790405749978,0.0008541482148320813,0.0007126705002252938,0.0004812576871325682,0.0001157829009240546,0.0011092593732340587,,,,,,,,,,
2012-02-17 03:15:00,0.0002756925895690271,0.00038974701647792663,0.0003825048259878993,0.00023554490806471887,0.00030203050978410247,0.000772838048803373,-0.00012805365561849164,-0.00023517985228892777,0.0008718255290033499,0.0009008452205291253,0.0008170593293544762,0.0008298142280891692,0.0007734631870959294,0.002685464815531681,0.0006297966501913513,,,,,,,,,,
2012-02-17 03:30:00,0.00035275533363210806,0.0002618324311304051,0.0003697661709740708,0.00045308551650357384,0.0003474325015746216,0.0005225349920723499,-0.0002844817545760258,0.0005673099868434623,0.0008321890630523915,0.0009985529524652232,0.0010980600673824385,0.0011650329244287125,0.0009327152565534161,0.0013779192699724257,0.0004132219812074577,,,,,,,,,,
2012-02-17 03:45:00,0.0006325818597145021,0.0005160826750421152,0.000511826997115583,0.0007176784882267871,-9.258052538577259e-05,0.00020683430921161983,0.000523173442333386,0.0010819395983144872,0.0011483587858396988,0.001020839137780273,0.0008349850743880337,0.0010493135112364632,0.0010363276212948557,-0.0012834499993082365,-0.00019659197086533615,,,,,,,,,,
2012-02-17 04:00:00,0.0006160841060597204,0.0006240406938825045,0.0004695340637434077,0.000598639255677493,0.0001274193378585931,6.641170840932905e-05,0.001051060731778852,0.001121863876368309,0.000954530808190537,0.0006736221606260163,0.0004726217893384814,0.0004928684405313863,0.0005732876065636012,-0.00012947925823922023,0.0007036879048878343,,,,,,,,,,
2012-02-17 04:15:00,0.0005477615845183541,0.0005441139718144275,0.0004439796160128367,0.0004169635121065074,0.0003655848631507579,0.0006113054286092087,0.0007552226101199964,0.0010033300417737524,0.0008887389761653643,0.000867057368779162,0.0006924092054702549,0.0007087631091295415,0.0007615221174517666,-0.00021657206924060685,0.0017584116709272956,,,,,,,,,,
