"Date","Time (LST/LDT)","Predicted (m)","Preliminary (m)","Verified (m)"
"2012/02/15","00:00","0.92","-","0.839"
"2012/02/15","00:06","0.935","-","0.86"
"2012/02/15","00:12","0.952","-","0.861"
"2012/02/15","00:18","0.97","-","0.897"
"2012/02/15","00:24","0.988","-","0.918"
"2012/02/15","00:30","1.007","-","0.943"
"2012/02/15","00:36","1.027","-","0.962"
"2012/02/15","00:42","1.047","-","0.976"
"2012/02/15","00:48","1.069","-","1.013"
"2012/02/15","00:54","1.09","-","1.031"
"2012/02/15","01:00","1.113","-","1.083"
"2012/02/15","01:06","1.136","-","1.082"
"2012/02/15","01:12","1.159","-","1.131"
"2012/02/15","01:18","1.183","-","1.128"
"2012/02/15","01:24","1.207","-","1.158"
"2012/02/15","01:30","1.231","-","1.157"
"2012/02/15","01:36","1.256","-","1.193"
"2012/02/15","01:42","1.281","-","1.195"
"2012/02/15","01:48","1.306","-","1.24"
"2012/02/15","01:54","1.331","-","1.27"
"2012/02/15","02:00","1.356","-","1.304"
"2012/02/15","02:06","1.381","-","1.301"
"2012/02/15","02:12","1.406","-","1.331"
"2012/02/15","02:18","1.43","-","1.364"
"2012/02/15","02:24","1.455","-","1.401"
"2012/02/15","02:30","1.479","-","1.422"
"2012/02/15","02:36","1.502","-","1.435"
"2012/02/15","02:42","1.526","-","1.478"
"2012/02/15","02:48","1.548","-","1.48"
"2012/02/15","02:54","1.571","-","1.514"
"2012/02/15","03:00","1.593","-","1.527"
"2012/02/15","03:06","1.614","-","1.548"
"2012/02/15","03:12","1.635","-","1.554"
"2012/02/15","03:18","1.655","-","1.572"
"2012/02/15","03:24","1.674","-","1.578"
"2012/02/15","03:30","1.693","-","1.606"
"2012/02/15","03:36","1.71","-","1.622"
"2012/02/15","03:42","1.727","-","1.656"
"2012/02/15","03:48","1.744","-","1.66"
"2012/02/15","03:54","1.759","-","1.708"
"2012/02/15","04:00","1.773","-","1.697"
"2012/02/15","04:06","1.786","-","1.724"
"2012/02/15","04:12","1.799","-","1.733"
"2012/02/15","04:18","1.81","-","1.768"
"2012/02/15","04:24","1.82","-","1.764"
"2012/02/15","04:30","1.828","-","1.792"
"2012/02/15","04:36","1.836","-","1.777"
"2012/02/15","04:42","1.842","-","1.773"
"2012/02/15","04:48","1.847","-","1.782"
"2012/02/15","04:54","1.85","-","1.777"
"2012/02/15","05:00","1.852","-","1.789"
"2012/02/15","05:06","1.853","-","1.793"
"2012/02/15","05:12","1.852","-","1.763"
"2012/02/15","05:18","1.849","-","1.782"
"2012/02/15","05:24","1.845","-","1.759"
"2012/02/15","05:30","1.839","-","1.746"
"2012/02/15","05:36","1.831","-","1.742"
"2012/02/15","05:42","1.822","-","1.75"
"2012/02/15","05:48","1.811","-","1.699"
"2012/02/15","05:54","1.798","-","1.726"
"2012/02/15","06:00","1.783","-","1.697"
"2012/02/15","06:06","1.767","-","1.666"
"2012/02/15","06:12","1.749","-","1.636"
"2012/02/15","06:18","1.729","-","1.599"
"2012/02/15","06:24","1.708","-","1.58"
"2012/02/15","06:30","1.685","-","1.54"
"2012/02/15","06:36","1.661","-","1.559"
"2012/02/15","06:42","1.635","-","1.527"
"2012/02/15","06:48","1.607","-","1.509"
"2012/02/15","06:54","1.578","-","1.467"
"2012/02/15","07:00","1.548","-","1.448"
"2012/02/15","07:06","1.516","-","1.422"
"2012/02/15","07:12","1.484","-","1.38"
"2012/02/15","07:18","1.45","-","1.349"
"2012/02/15","07:24","1.414","-","1.312"
"2012/02/15","07:30","1.378","-","1.27"
"2012/02/15","07:36","1.341","-","1.212"
"2012/02/15","07:42","1.303","-","1.163"
"2012/02/15","07:48","1.264","-","1.12"
"2012/02/15","07:54","1.225","-","1.071"
"2012/02/15","08:00","1.185","-","1.021"
"2012/02/15","08:06","1.144","-","0.975"
"2012/02/15","08:12","1.103","-","0.954"
"2012/02/15","08:18","1.062","-","0.907"
"2012/02/15","08:24","1.02","-","0.845"
"2012/02/15","08:30","0.978","-","0.802"
"2012/02/15","08:36","0.936","-","0.748"
"2012/02/15","08:42","0.895","-","0.713"
"2012/02/15","08:48","0.853","-","0.68"
"2012/02/15","08:54","0.812","-","0.651"
"2012/02/15","09:00","0.771","-","0.61"
"2012/02/15","09:06","0.731","-","0.577"
"2012/02/15","09:12","0.691","-","0.533"
"2012/02/15","09:18","0.652","-","0.506"
"2012/02/15","09:24","0.613","-","0.476"
"2012/02/15","09:30","0.576","-","0.418"
"2012/02/15","09:36","0.539","-","0.381"
"2012/02/15","09:42","0.503","-","0.343"
"2012/02/15","09:48","0.468","-","0.308"
"2012/02/15","09:54","0.435","-","0.285"
"2012/02/15","10:00","0.402","-","0.259"
"2012/02/15","10:06","0.371","-","0.214"
"2012/02/15","10:12","0.341","-","0.172"
"2012/02/15","10:18","0.313","-","0.155"
"2012/02/15","10:24","0.286","-","0.114"
"2012/02/15","10:30","0.26","-","0.086"
"2012/02/15","10:36","0.235","-","0.091"
"2012/02/15","10:42","0.213","-","0.069"
"2012/02/15","10:48","0.191","-","0.055"
"2012/02/15","10:54","0.171","-","0.021"
"2012/02/15","11:00","0.152","-","-0.008"
"2012/02/15","11:06","0.135","-","-0.011"
"2012/02/15","11:12","0.12","-","-0.027"
"2012/02/15","11:18","0.105","-","-0.052"
"2012/02/15","11:24","0.093","-","-0.069"
"2012/02/15","11:30","0.081","-","-0.095"
"2012/02/15","11:36","0.072","-","-0.109"
"2012/02/15","11:42","0.063","-","-0.112"
"2012/02/15","11:48","0.056","-","-0.102"
"2012/02/15","11:54","0.05","-","-0.093"
"2012/02/15","12:00","0.046","-","-0.093"
"2012/02/15","12:06","0.043","-","-0.106"
"2012/02/15","12:12","0.042","-","-0.125"
"2012/02/15","12:18","0.042","-","-0.125"
"2012/02/15","12:24","0.043","-","-0.143"
"2012/02/15","12:30","0.045","-","-0.118"
"2012/02/15","12:36","0.049","-","-0.118"
"2012/02/15","12:42","0.054","-","-0.126"
"2012/02/15","12:48","0.06","-","-0.13"
"2012/02/15","12:54","0.068","-","-0.122"
"2012/02/15","13:00","0.076","-","-0.095"
"2012/02/15","13:06","0.086","-","-0.082"
"2012/02/15","13:12","0.097","-","-0.068"
"2012/02/15","13:18","0.109","-","-0.044"
"2012/02/15","13:24","0.122","-","-0.02"
"2012/02/15","13:30","0.136","-","-0.034"
"2012/02/15","13:36","0.15","-","-0.03"
"2012/02/15","13:42","0.166","-","-0.025"
"2012/02/15","13:48","0.183","-","-0.002"
"2012/02/15","13:54","0.2","-","0.023"
"2012/02/15","14:00","0.218","-","0.068"
"2012/02/15","14:06","0.237","-","0.095"
"2012/02/15","14:12","0.256","-","0.106"
"2012/02/15","14:18","0.276","-","0.126"
"2012/02/15","14:24","0.297","-","0.145"
"2012/02/15","14:30","0.318","-","0.159"
"2012/02/15","14:36","0.339","-","0.186"
"2012/02/15","14:42","0.361","-","0.215"
"2012/02/15","14:48","0.383","-","0.251"
"2012/02/15","14:54","0.406","-","0.247"
"2012/02/15","15:00","0.429","-","0.277"
"2012/02/15","15:06","0.452","-","0.325"
"2012/02/15","15:12","0.475","-","0.345"
"2012/02/15","15:18","0.499","-","0.376"
"2012/02/15","15:24","0.523","-","0.414"
"2012/02/15","15:30","0.547","-","0.432"
"2012/02/15","15:36","0.571","-","0.456"
"2012/02/15","15:42","0.596","-","0.492"
"2012/02/15","15:48","0.62","-","0.525"
"2012/02/15","15:54","0.645","-","0.55"
"2012/02/15","16:00","0.669","-","0.572"
"2012/02/15","16:06","0.694","-","0.597"
"2012/02/15","16:12","0.719","-","0.62"
"2012/02/15","16:18","0.744","-","0.64"
"2012/02/15","16:24","0.768","-","0.663"
"2012/02/15","16:30","0.793","-","0.698"
"2012/02/15","16:36","0.818","-","0.723"
"2012/02/15","16:42","0.842","-","0.752"
"2012/02/15","16:48","0.866","-","0.739"
"2012/02/15","16:54","0.89","-","0.791"
"2012/02/15","17:00","0.914","-","0.803"
"2012/02/15","17:06","0.937","-","0.802"
"2012/02/15","17:12","0.96","-","0.847"
"2012/02/15","17:18","0.982","-","0.909"
"2012/02/15","17:24","1.003","-","0.896"
"2012/02/15","17:30","1.025","-","0.924"
"2012/02/15","17:36","1.045","-","0.939"
"2012/02/15","17:42","1.065","-","0.976"
"2012/02/15","17:48","1.083","-","0.978"
"2012/02/15","17:54","1.102","-","1.001"
"2012/02/15","18:00","1.119","-","1.015"
"2012/02/15","18:06","1.135","-","1.014"
"2012/02/15","18:12","1.15","-","1.023"
"2012/02/15","18:18","1.164","-","1.041"
"2012/02/15","18:24","1.178","-","1.054"
"2012/02/15","18:30","1.19","-","1.057"
"2012/02/15","18:36","1.201","-","1.062"
"2012/02/15","18:42","1.21","-","1.071"
"2012/02/15","18:48","1.219","-","1.072"
"2012/02/15","18:54","1.227","-","1.076"
"2012/02/15","19:00","1.233","-","1.073"
"2012/02/15","19:06","1.238","-","1.084"
"2012/02/15","19:12","1.242","-","1.088"
"2012/02/15","19:18","1.245","-","1.103"
"2012/02/15","19:24","1.247","-","1.102"
"2012/02/15","19:30","1.248","-","1.093"
"2012/02/15","19:36","1.247","-","1.093"
"2012/02/15","19:42","1.245","-","1.096"
"2012/02/15","19:48","1.243","-","1.076"
"2012/02/15","19:54","1.239","-","1.086"
"2012/02/15","20:00","1.234","-","1.094"
"2012/02/15","20:06","1.228","-","1.085"
"2012/02/15","20:12","1.222","-","1.093"
"2012/02/15","20:18","1.214","-","1.079"
"2012/02/15","20:24","1.206","-","1.06"
"2012/02/15","20:30","1.196","-","1.063"
"2012/02/15","20:36","1.186","-","1.047"
"2012/02/15","20:42","1.176","-","1.042"
"2012/02/15","20:48","1.164","-","1.032"
"2012/02/15","20:54","1.152","-","1.03"
"2012/02/15","21:00","1.14","-","0.993"
"2012/02/15","21:06","1.127","-","0.992"
"2012/02/15","21:12","1.114","-","0.96"
"2012/02/15","21:18","1.1","-","0.964"
"2012/02/15","21:24","1.086","-","0.947"
"2012/02/15","21:30","1.073","-","0.961"
"2012/02/15","21:36","1.059","-","0.925"
"2012/02/15","21:42","1.045","-","0.923"
"2012/02/15","21:48","1.031","-","0.921"
"2012/02/15","21:54","1.017","-","0.885"
"2012/02/15","22:00","1.004","-","0.876"
"2012/02/15","22:06","0.991","-","0.852"
"2012/02/15","22:12","0.978","-","0.846"
"2012/02/15","22:18","0.966","-","0.832"
"2012/02/15","22:24","0.954","-","0.82"
"2012/02/15","22:30","0.943","-","0.817"
"2012/02/15","22:36","0.932","-","0.805"
"2012/02/15","22:42","0.922","-","0.798"
"2012/02/15","22:48","0.913","-","0.77"
"2012/02/15","22:54","0.905","-","0.765"
"2012/02/15","23:00","0.897","-","0.764"
"2012/02/15","23:06","0.89","-","0.747"
"2012/02/15","23:12","0.884","-","0.733"
"2012/02/15","23:18","0.879","-","0.727"
"2012/02/15","23:24","0.875","-","0.747"
"2012/02/15","23:30","0.872","-","0.738"
"2012/02/15","23:36","0.869","-","0.739"
"2012/02/15","23:42","0.868","-","0.732"
"2012/02/15","23:48","0.867","-","0.718"
"2012/02/15","23:54","0.868","-","0.723"
"2012/02/16","00:00","0.869","-","0.735"
"2012/02/16","00:06","0.872","-","0.732"
"2012/02/16","00:12","0.876","-","0.732"
"2012/02/16","00:18","0.88","-","0.751"
"2012/02/16","00:24","0.886","-","0.743"
"2012/02/16","00:30","0.892","-","0.746"
"2012/02/16","00:36","0.9","-","0.759"
"2012/02/16","00:42","0.908","-","0.768"
"2012/02/16","00:48","0.918","-","0.781"
"2012/02/16","00:54","0.929","-","0.803"
"2012/02/16","01:00","0.94","-","0.814"
"2012/02/16","01:06","0.953","-","0.822"
"2012/02/16","01:12","0.966","-","0.848"
"2012/02/16","01:18","0.981","-","0.862"
"2012/02/16","01:24","0.996","-","0.865"
"2012/02/16","01:30","1.012","-","0.88"
"2012/02/16","01:36","1.029","-","0.893"
"2012/02/16","01:42","1.047","-","0.917"
"2012/02/16","01:48","1.066","-","0.915"
"2012/02/16","01:54","1.086","-","0.941"
"2012/02/16","02:00","1.106","-","0.967"
"2012/02/16","02:06","1.127","-","0.994"
"2012/02/16","02:12","1.148","-","1.017"
"2012/02/16","02:18","1.17","-","1.049"
"2012/02/16","02:24","1.192","-","1.068"
"2012/02/16","02:30","1.215","-","1.069"
"2012/02/16","02:36","1.238","-","1.114"
"2012/02/16","02:42","1.261","-","1.159"
"2012/02/16","02:48","1.285","-","1.164"
"2012/02/16","02:54","1.309","-","1.187"
"2012/02/16","03:00","1.333","-","1.197"
"2012/02/16","03:06","1.356","-","1.224"
"2012/02/16","03:12","1.38","-","1.269"
"2012/02/16","03:18","1.404","-","1.284"
"2012/02/16","03:24","1.428","-","1.313"
"2012/02/16","03:30","1.451","-","1.345"
"2012/02/16","03:36","1.475","-","1.367"
"2012/02/16","03:42","1.498","-","1.382"
"2012/02/16","03:48","1.52","-","1.388"
"2012/02/16","03:54","1.543","-","1.405"
"2012/02/16","04:00","1.565","-","1.448"
"2012/02/16","04:06","1.586","-","1.465"
"2012/02/16","04:12","1.607","-","1.503"
"2012/02/16","04:18","1.628","-","1.51"
"2012/02/16","04:24","1.648","-","1.543"
"2012/02/16","04:30","1.668","-","1.554"
"2012/02/16","04:36","1.686","-","1.58"
"2012/02/16","04:42","1.704","-","1.588"
"2012/02/16","04:48","1.722","-","1.611"
"2012/02/16","04:54","1.738","-","1.632"
"2012/02/16","05:00","1.754","-","1.65"
"2012/02/16","05:06","1.769","-","1.668"
"2012/02/16","05:12","1.783","-","1.681"
"2012/02/16","05:18","1.796","-","1.692"
"2012/02/16","05:24","1.807","-","1.708"
"2012/02/16","05:30","1.818","-","1.717"
"2012/02/16","05:36","1.827","-","1.722"
"2012/02/16","05:42","1.835","-","1.746"
"2012/02/16","05:48","1.842","-","1.753"
"2012/02/16","05:54","1.847","-","1.755"
"2012/02/16","06:00","1.851","-","1.762"
"2012/02/16","06:06","1.854","-","1.765"
"2012/02/16","06:12","1.855","-","1.774"
"2012/02/16","06:18","1.854","-","1.768"
"2012/02/16","06:24","1.851","-","1.764"
"2012/02/16","06:30","1.847","-","1.753"
"2012/02/16","06:36","1.841","-","1.733"
"2012/02/16","06:42","1.834","-","1.738"
"2012/02/16","06:48","1.825","-","1.722"
"2012/02/16","06:54","1.814","-","1.708"
"2012/02/16","07:00","1.801","-","1.68"
"2012/02/16","07:06","1.786","-","1.683"
"2012/02/16","07:12","1.77","-","1.675"
"2012/02/16","07:18","1.752","-","1.636"
"2012/02/16","07:24","1.732","-","1.612"
"2012/02/16","07:30","1.71","-","1.592"
"2012/02/16","07:36","1.687","-","1.568"
"2012/02/16","07:42","1.662","-","1.558"
"2012/02/16","07:48","1.636","-","1.535"
"2012/02/16","07:54","1.607","-","1.513"
"2012/02/16","08:00","1.578","-","1.475"
"2012/02/16","08:06","1.547","-","1.443"
"2012/02/16","08:12","1.514","-","1.413"
"2012/02/16","08:18","1.481","-","1.381"
"2012/02/16","08:24","1.446","-","1.348"
"2012/02/16","08:30","1.409","-","1.302"
"2012/02/16","08:36","1.372","-","1.278"
"2012/02/16","08:42","1.334","-","1.224"
"2012/02/16","08:48","1.294","-","1.163"
"2012/02/16","08:54","1.254","-","1.123"
"2012/02/16","09:00","1.213","-","1.07"
"2012/02/16","09:06","1.172","-","1.042"
"2012/02/16","09:12","1.129","-","0.987"
"2012/02/16","09:18","1.087","-","0.952"
"2012/02/16","09:24","1.044","-","0.915"
"2012/02/16","09:30","1","-","0.868"
"2012/02/16","09:36","0.957","-","0.795"
"2012/02/16","09:42","0.913","-","0.737"
"2012/02/16","09:48","0.869","-","0.703"
"2012/02/16","09:54","0.826","-","0.674"
"2012/02/16","10:00","0.783","-","0.634"
"2012/02/16","10:06","0.74","-","0.596"
"2012/02/16","10:12","0.697","-","0.545"
"2012/02/16","10:18","0.655","-","0.486"
"2012/02/16","10:24","0.614","-","0.43"
"2012/02/16","10:30","0.574","-","0.398"
"2012/02/16","10:36","0.534","-","0.365"
"2012/02/16","10:42","0.495","-","0.338"
"2012/02/16","10:48","0.458","-","0.288"
"2012/02/16","10:54","0.421","-","0.25"
"2012/02/16","11:00","0.385","-","0.215"
"2012/02/16","11:06","0.351","-","0.185"
"2012/02/16","11:12","0.318","-","0.162"
"2012/02/16","11:18","0.286","-","0.137"
"2012/02/16","11:24","0.256","-","0.109"
"2012/02/16","11:30","0.226","-","0.09"
"2012/02/16","11:36","0.199","-","0.056"
"2012/02/16","11:42","0.172","-","0.031"
"2012/02/16","11:48","0.148","-","0.016"
"2012/02/16","11:54","0.124","-","-0.021"
"2012/02/16","12:00","0.102","-","-0.039"
"2012/02/16","12:06","0.082","-","-0.074"
"2012/02/16","12:12","0.063","-","-0.105"
"2012/02/16","12:18","0.046","-","-0.113"
"2012/02/16","12:24","0.03","-","-0.132"
"2012/02/16","12:30","0.016","-","-0.157"
"2012/02/16","12:36","0.003","-","-0.174"
"2012/02/16","12:42","-0.008","-","-0.186"
"2012/02/16","12:48","-0.018","-","-0.187"
"2012/02/16","12:54","-0.026","-","-0.195"
"2012/02/16","13:00","-0.033","-","-0.202"
"2012/02/16","13:06","-0.038","-","-0.217"
"2012/02/16","13:12","-0.042","-","-0.211"
"2012/02/16","13:18","-0.044","-","-0.204"
"2012/02/16","13:24","-0.045","-","-0.217"
"2012/02/16","13:30","-0.044","-","-0.212"
"2012/02/16","13:36","-0.042","-","-0.207"
"2012/02/16","13:42","-0.038","-","-0.212"
"2012/02/16","13:48","-0.033","-","-0.206"
"2012/02/16","13:54","-0.027","-","-0.188"
"2012/02/16","14:00","-0.019","-","-0.179"
"2012/02/16","14:06","-0.01","-","-0.191"
"2012/02/16","14:12","0","-","-0.181"
"2012/02/16","14:18","0.011","-","-0.175"
"2012/02/16","14:24","0.024","-","-0.166"
"2012/02/16","14:30","0.037","-","-0.154"
"2012/02/16","14:36","0.052","-","-0.135"
"2012/02/16","14:42","0.068","-","-0.116"
"2012/02/16","14:48","0.084","-","-0.09"
"2012/02/16","14:54","0.102","-","-0.074"
"2012/02/16","15:00","0.121","-","-0.06"
"2012/02/16","15:06","0.14","-","-0.033"
"2012/02/16","15:12","0.16","-","-0.011"
"2012/02/16","15:18","0.181","-","0.023"
"2012/02/16","15:24","0.202","-","0.048"
"2012/02/16","15:30","0.225","-","0.069"
"2012/02/16","15:36","0.248","-","0.085"
"2012/02/16","15:42","0.271","-","0.106"
"2012/02/16","15:48","0.295","-","0.142"
"2012/02/16","15:54","0.319","-","0.168"
"2012/02/16","16:00","0.345","-","0.209"
"2012/02/16","16:06","0.37","-","0.227"
"2012/02/16","16:12","0.396","-","0.264"
"2012/02/16","16:18","0.422","-","0.289"
"2012/02/16","16:24","0.449","-","0.326"
"2012/02/16","16:30","0.476","-","0.353"
"2012/02/16","16:36","0.504","-","0.389"
"2012/02/16","16:42","0.532","-","0.441"
"2012/02/16","16:48","0.56","-","0.458"
"2012/02/16","16:54","0.589","-","0.491"
"2012/02/16","17:00","0.617","-","0.527"
"2012/02/16","17:06","0.646","-","0.543"
"2012/02/16","17:12","0.676","-","0.587"
"2012/02/16","17:18","0.705","-","0.604"
"2012/02/16","17:24","0.734","-","0.643"
"2012/02/16","17:30","0.764","-","0.663"
"2012/02/16","17:36","0.793","-","0.69"
"2012/02/16","17:42","0.823","-","0.724"
"2012/02/16","17:48","0.852","-","0.756"
"2012/02/16","17:54","0.881","-","0.775"
"2012/02/16","18:00","0.909","-","0.801"
"2012/02/16","18:06","0.938","-","0.836"
"2012/02/16","18:12","0.966","-","0.857"
"2012/02/16","18:18","0.993","-","0.876"
"2012/02/16","18:24","1.02","-","0.911"
"2012/02/16","18:30","1.046","-","0.961"
"2012/02/16","18:36","1.072","-","0.978"
"2012/02/16","18:42","1.097","-","1.002"
"2012/02/16","18:48","1.121","-","1.03"
"2012/02/16","18:54","1.144","-","1.04"
"2012/02/16","19:00","1.166","-","1.051"
"2012/02/16","19:06","1.187","-","1.071"
"2012/02/16","19:12","1.206","-","1.064"
"2012/02/16","19:18","1.225","-","1.103"
"2012/02/16","19:24","1.243","-","1.109"
"2012/02/16","19:30","1.259","-","1.124"
"2012/02/16","19:36","1.274","-","1.131"
"2012/02/16","19:42","1.288","-","1.14"
"2012/02/16","19:48","1.3","-","1.149"
"2012/02/16","19:54","1.311","-","1.172"
"2012/02/16","20:00","1.321","-","1.166"
"2012/02/16","20:06","1.329","-","1.174"
"2012/02/16","20:12","1.335","-","1.184"
"2012/02/16","20:18","1.341","-","1.186"
"2012/02/16","20:24","1.345","-","1.186"
"2012/02/16","20:30","1.347","-","1.198"
"2012/02/16","20:36","1.349","-","1.212"
"2012/02/16","20:42","1.348","-","1.205"
"2012/02/16","20:48","1.347","-","1.204"
"2012/02/16","20:54","1.344","-","1.214"
"2012/02/16","21:00","1.34","-","1.188"
"2012/02/16","21:06","1.334","-","1.192"
"2012/02/16","21:12","1.327","-","1.203"
"2012/02/16","21:18","1.32","-","1.179"
"2012/02/16","21:24","1.31","-","1.165"
"2012/02/16","21:30","1.3","-","1.154"
"2012/02/16","21:36","1.289","-","1.15"
"2012/02/16","21:42","1.277","-","1.152"
"2012/02/16","21:48","1.264","-","1.145"
"2012/02/16","21:54","1.25","-","1.119"
"2012/02/16","22:00","1.236","-","1.108"
"2012/02/16","22:06","1.22","-","1.098"
"2012/02/16","22:12","1.205","-","1.106"
"2012/02/16","22:18","1.188","-","1.07"
"2012/02/16","22:24","1.172","-","1.055"
"2012/02/16","22:30","1.155","-","1.026"
"2012/02/16","22:36","1.137","-","1.029"
"2012/02/16","22:42","1.12","-","1.028"
"2012/02/16","22:48","1.103","-","1.004"
"2012/02/16","22:54","1.085","-","0.986"
"2012/02/16","23:00","1.068","-","0.979"
"2012/02/16","23:06","1.051","-","0.983"
"2012/02/16","23:12","1.034","-","0.946"
"2012/02/16","23:18","1.018","-","0.94"
"2012/02/16","23:24","1.002","-","0.902"
"2012/02/16","23:30","0.987","-","0.87"
"2012/02/16","23:36","0.972","-","0.879"
"2012/02/16","23:42","0.958","-","0.84"
"2012/02/16","23:48","0.944","-","0.842"
"2012/02/16","23:54","0.932","-","0.825"
"2012/02/17","00:00","0.92","-","0.792"
"2012/02/17","00:06","0.909","-","0.789"
"2012/02/17","00:12","0.899","-","0.784"
"2012/02/17","00:18","0.89","-","0.762"
"2012/02/17","00:24","0.881","-","0.751"
"2012/02/17","00:30","0.874","-","0.745"
"2012/02/17","00:36","0.868","-","0.738"
"2012/02/17","00:42","0.863","-","0.741"
"2012/02/17","00:48","0.859","-","0.745"
"2012/02/17","00:54","0.856","-","0.732"
"2012/02/17","01:00","0.854","-","0.742"
"2012/02/17","01:06","0.853","-","0.757"
"2012/02/17","01:12","0.853","-","0.74"
"2012/02/17","01:18","0.855","-","0.761"
"2012/02/17","01:24","0.858","-","0.739"
"2012/02/17","01:30","0.862","-","0.736"
"2012/02/17","01:36","0.867","-","0.744"
"2012/02/17","01:42","0.873","-","0.74"
"2012/02/17","01:48","0.88","-","0.76"
"2012/02/17","01:54","0.889","-","0.765"
"2012/02/17","02:00","0.899","-","0.785"
"2012/02/17","02:06","0.91","-","0.789"
"2012/02/17","02:12","0.922","-","0.795"
"2012/02/17","02:18","0.935","-","0.825"
"2012/02/17","02:24","0.949","-","0.822"
"2012/02/17","02:30","0.964","-","0.83"
"2012/02/17","02:36","0.981","-","0.843"
"2012/02/17","02:42","0.998","-","0.88"
"2012/02/17","02:48","1.016","-","0.89"
"2012/02/17","02:54","1.035","-","0.93"
"2012/02/17","03:00","1.055","-","0.939"
"2012/02/17","03:06","1.075","-","0.956"
"2012/02/17","03:12","1.096","-","0.959"
"2012/02/17","03:18","1.118","-","1.001"
"2012/02/17","03:24","1.141","-","1.001"
"2012/02/17","03:30","1.164","-","1.033"
"2012/02/17","03:36","1.187","-","1.04"
"2012/02/17","03:42","1.211","-","1.092"
"2012/02/17","03:48","1.235","-","1.103"
"2012/02/17","03:54","1.259","-","1.133"
"2012/02/17","04:00","1.284","-","1.157"
"2012/02/17","04:06","1.308","-","1.156"
"2012/02/17","04:12","1.333","-","1.185"
"2012/02/17","04:18","1.358","-","1.23"
"2012/02/17","04:24","1.383","-","1.275"
"2012/02/17","04:30","1.408","-","1.305"
"2012/02/17","04:36","1.432","-","1.313"
"2012/02/17","04:42","1.457","-","1.347"
"2012/02/17","04:48","1.481","-","1.384"
"2012/02/17","04:54","1.505","-","1.404"
"2012/02/17","05:00","1.529","-","1.408"
"2012/02/17","05:06","1.553","-","1.431"
"2012/02/17","05:12","1.576","-","1.446"
"2012/02/17","05:18","1.598","-","1.469"
"2012/02/17","05:24","1.621","-","1.488"
"2012/02/17","05:30","1.642","-","1.523"
"2012/02/17","05:36","1.663","-","1.555"
"2012/02/17","05:42","1.684","-","1.546"
"2012/02/17","05:48","1.704","-","1.588"
"2012/02/17","05:54","1.723","-","1.562"
"2012/02/17","06:00","1.741","-","1.602"
"2012/02/17","06:06","1.758","-","1.641"
"2012/02/17","06:12","1.774","-","1.673"
"2012/02/17","06:18","1.79","-","1.656"
"2012/02/17","06:24","1.804","-","1.698"
"2012/02/17","06:30","1.817","-","1.734"
"2012/02/17","06:36","1.828","-","1.703"
"2012/02/17","06:42","1.839","-","1.714"
"2012/02/17","06:48","1.848","-","1.77"
"2012/02/17","06:54","1.855","-","1.755"
"2012/02/17","07:00","1.861","-","1.757"
"2012/02/17","07:06","1.865","-","1.769"
"2012/02/17","07:12","1.868","-","1.782"
"2012/02/17","07:18","1.869","-","1.773"
"2012/02/17","07:24","1.868","-","1.771"
"2012/02/17","07:30","1.866","-","1.805"
"2012/02/17","07:36","1.861","-","1.748"
"2012/02/17","07:42","1.855","-","1.755"
"2012/02/17","07:48","1.847","-","1.74"
"2012/02/17","07:54","1.837","-","1.75"
"2012/02/17","08:00","1.825","-","1.738"
"2012/02/17","08:06","1.811","-","1.732"
"2012/02/17","08:12","1.795","-","1.702"
"2012/02/17","08:18","1.777","-","1.688"
"2012/02/17","08:24","1.758","-","1.66"
"2012/02/17","08:30","1.736","-","1.631"
"2012/02/17","08:36","1.713","-","1.628"
"2012/02/17","08:42","1.688","-","1.613"
"2012/02/17","08:48","1.661","-","1.583"
"2012/02/17","08:54","1.632","-","1.554"
"2012/02/17","09:00","1.602","-","1.498"
"2012/02/17","09:06","1.57","-","1.475"
"2012/02/17","09:12","1.536","-","1.449"
"2012/02/17","09:18","1.501","-","1.406"
"2012/02/17","09:24","1.465","-","1.393"
"2012/02/17","09:30","1.427","-","1.333"
"2012/02/17","09:36","1.388","-","1.291"
"2012/02/17","09:42","1.348","-","1.238"
"2012/02/17","09:48","1.307","-","1.218"
"2012/02/17","09:54","1.264","-","1.164"
"2012/02/17","10:00","1.221","-","1.108"
"2012/02/17","10:06","1.177","-","1.047"
"2012/02/17","10:12","1.132","-","1.008"
"2012/02/17","10:18","1.087","-","0.97"
"2012/02/17","10:24","1.041","-","0.92"
"2012/02/17","10:30","0.995","-","0.868"
"2012/02/17","10:36","0.949","-","0.809"
"2012/02/17","10:42","0.902","-","0.758"
"2012/02/17","10:48","0.856","-","0.714"
"2012/02/17","10:54","0.81","-","0.655"
"2012/02/17","11:00","0.763","-","0.628"
"2012/02/17","11:06","0.718","-","0.588"
"2012/02/17","11:12","0.672","-","0.522"
"2012/02/17","11:18","0.628","-","0.479"
"2012/02/17","11:24","0.584","-","0.453"
"2012/02/17","11:30","0.54","-","0.408"
"2012/02/17","11:36","0.498","-","0.349"
"2012/02/17","11:42","0.456","-","0.337"
"2012/02/17","11:48","0.416","-","0.293"
"2012/02/17","11:54","0.377","-","0.246"
"2012/02/17","12:00","0.339","-","0.205"
"2012/02/17","12:06","0.302","-","0.172"
"2012/02/17","12:12","0.266","-","0.14"
