#YY;MM;DD;hh;mm;WDI;R WSP;D GST;WVHT;DPD;APD;MWD;PRES;ATMP;WTMP;DEWP;VIS;TIDE
#yr;mo;dy;hr;mn;deg;T m/s;m/s;m;sec;sec;deg;T   hPa;degC;degC;degC;mi;ft
2012;2;11;20;50;298;8.9;10.4;3.26;11.43;8.07;287;1018.9;10.3;11.9;999;99;99
2012;2;11;21;50;304;9.5;12.3;2.77;12.9;7.56;295;1018.3;10.5;11.9;999;99;99
2012;2;11;22;50;314;8.6;10.8;3;12.9;7.34;305;1017.8;10.4;11.9;999;99;99
2012;2;11;23;50;320;7.5;9.6;2.78;13.79;7.24;284;1017.5;10.3;11.9;999;99;99
2012;2;12;0;50;301;7.3;9.2;3.08;13.79;7.45;272;1018.2;10.3;11.8;999;99;99
2012;2;12;1;50;296;8.7;10.7;2.83;13.79;7.45;289;1018.4;10.5;11.8;999;99;99
2012;2;12;2;50;301;9.6;11.8;2.83;13.79;7.28;287;1019;10.3;11.8;999;99;99
2012;2;12;3;50;313;9.8;11.8;2.98;12.12;7.15;277;1019.2;10.1;11.8;999;99;99
2012;2;12;4;50;306;9.7;11.5;3.13;12.9;7.19;288;1019.2;10.4;11.8;999;99;99
2012;2;12;5;50;317;9.6;12;2.64;12.9;6.68;283;1019.3;10.4;11.8;999;99;99
2012;2;12;6;50;310;9.7;11.7;3.1;13.79;7.15;270;1018.8;10.3;11.8;999;99;99
2012;2;12;7;50;318;9.5;11.7;2.71;13.79;6.69;280;1018.5;10.2;11.8;999;99;99
2012;2;12;8;50;313;8.1;9.8;2.92;12.9;7.13;285;1018.4;10.3;11.8;999;99;99
2012;2;12;9;50;308;8.4;10.4;2.78;12.9;7.18;289;1018.9;10.5;11.8;999;99;99
2012;2;12;10;50;314;8.2;9.7;2.82;12.12;7.24;277;1018.2;10.5;11.7;999;99;99
2012;2;12;11;50;318;6.5;8.4;3.15;12.9;7.73;289;1017.7;10.4;11.7;999;99;99
2012;2;12;12;50;313;6.3;8.5;3.13;12.9;7.41;295;1018.1;10.5;11.7;999;99;99
2012;2;12;13;50;301;7.5;9.5;2.96;12.9;7.58;278;1018.2;10.5;11.6;999;99;99
2012;2;12;14;50;309;7.9;9.3;2.97;12.9;7.42;287;1018.3;10.6;11.6;999;99;99
2012;2;12;15;50;323;7;9.7;2.96;12.9;7.29;287;1018.5;10.4;11.6;999;99;99
2012;2;12;16;50;323;5.3;7.4;2.86;12.9;7.28;289;1019.1;10.5;11.6;999;99;99
2012;2;12;17;50;305;5.7;6.8;2.76;12.9;7.31;277;1019.4;10.5;11.6;999;99;99
2012;2;12;18;50;304;5;6.5;2.65;12.9;7.64;272;1019.8;10.4;11.6;999;99;99
2012;2;12;19;50;300;5.6;7.3;2.9;12.9;8.48;279;1019.4;10.6;11.7;999;99;99
2012;2;12;20;50;296;5.6;7.6;2.47;13.79;7.64;274;1018.7;10.7;11.7;999;99;99
2012;2;12;21;50;308;5.2;6.6;2.45;12.12;8.21;279;1018.1;10.7;11.7;999;99;99
2012;2;12;22;50;290;5.2;6.4;2.56;12.9;8.6;281;1018;10.7;11.8;999;99;99
2012;2;12;23;50;285;5.5;7;2.8;12.9;8.58;276;1017.7;10.7;11.8;999;99;99
2012;2;13;0;50;277;3.5;5.1;3.31;13.79;9.47;269;1017.4;10.8;11.7;999;99;99
2012;2;13;1;50;287;3.4;4.6;3.25;13.79;9.3;272;1017.4;10.8;11.7;999;99;99
2012;2;13;2;50;260;2.9;4.5;3.13;13.79;9.44;273;1017.5;10.8;11.7;999;99;99
2012;2;13;3;50;217;1.6;2.8;2.8;12.9;9.27;274;1017;10.7;11.7;999;99;99
2012;2;13;4;50;206;4.8;5.9;2.7;13.79;8.92;290;1016.9;10.3;11.7;999;99;99
2012;2;13;5;50;187;5.8;6.7;2.72;13.79;8.99;284;1016.6;9.1;11.7;999;99;99
2012;2;13;6;50;171;6.3;7.9;2.75;13.79;9.54;286;1016.2;8.9;11.7;999;99;99
2012;2;13;7;50;217;5.4;10.2;2.38;13.79;9.39;276;1016.2;10.1;11.7;999;99;99
2012;2;13;8;50;304;11;13.2;2.28;12.9;8.2;290;1015.8;11.2;11.7;999;99;99
2012;2;13;9;50;301;12.1;15.2;2.5;13.79;7.31;292;1015.9;11.2;11.7;999;99;99
2012;2;13;10;50;295;11.4;14.1;2.72;13.79;6.77;302;1016.2;11.1;11.7;999;99;99
2012;2;13;11;50;302;13.2;16.6;2.92;13.79;6.79;287;1016.3;10.9;11.7;999;99;99
2012;2;13;12;50;303;13.6;15.9;3.39;7.14;6.83;313;1016.7;10.9;11.6;999;99;99
2012;2;13;13;50;309;14.7;17.2;3.27;7.69;7.09;310;1016.8;8.9;11.6;999;99;99
2012;2;13;14;50;295;13.6;16.7;3.78;13.79;7.45;296;1016.4;10.1;11.6;999;99;99
2012;2;13;15;50;295;13.4;16.1;3.64;8.33;6.94;307;1016.2;10.6;11.6;999;99;99
2012;2;13;16;50;291;12.3;15.8;4.45;9.09;7.5;306;1016.1;10;11.5;999;99;99
2012;2;13;17;50;292;13.8;16.5;4.26;9.09;7.19;306;1015.6;10.5;11.5;999;99;99
2012;2;13;18;50;293;15.4;19.6;4.73;10;7.61;297;1015.1;10.5;11.4;999;99;99
2012;2;13;20;50;302;16.3;20;5.58;11.43;8.24;313;1014.4;10.5;11.5;999;99;99
2012;2;13;21;50;313;15.1;18.4;6.33;11.43;8.66;318;1014.1;10.7;11.5;999;99;99
2012;2;13;22;50;311;15.2;19.2;6.23;11.43;8.88;319;1014.5;10.5;11.5;999;99;99
2012;2;13;23;50;309;14.8;18.3;5.88;12.12;8.6;321;1015;10.5;11.5;999;99;99
2012;2;14;0;50;317;15.4;19.1;5.38;12.12;8.59;317;1015;10.5;11.5;999;99;99
2012;2;14;1;50;316;14.9;17.9;5.25;12.12;8.36;325;1015.2;10.5;11.4;999;99;99
2012;2;14;2;50;317;14.1;17.1;4.97;16;8.26;325;1015.3;10.4;11.4;999;99;99
2012;2;14;3;50;321;13.9;17.5;5.68;12.12;8.8;327;1015.8;10.4;11.4;999;99;99
2012;2;14;4;50;322;13.6;16.7;5.61;11.43;8.65;323;1016.2;10.4;11.4;999;99;99
2012;2;14;5;50;322;12.8;15.3;5.14;12.12;8.54;306;1016.6;10.2;11.4;999;99;99
2012;2;14;6;50;318;12.9;15.4;5.07;16;8.52;318;1016.6;10.2;11.4;999;99;99
2012;2;14;7;50;319;12.1;14.6;4.86;14.81;8.58;299;1016.6;10.2;11.4;999;99;99
2012;2;14;8;50;315;11.1;14.2;4.69;16;8.53;303;1016.7;10.2;11.4;999;99;99
2012;2;14;9;50;315;12.2;15.4;4.52;16;8.65;307;1016.7;10.2;11.4;999;99;99
2012;2;14;10;50;320;11.5;13.7;4.66;16;8.58;300;1016.7;10.2;11.3;999;99;99
2012;2;14;11;50;321;12.5;15.3;4.13;14.81;8.33;307;1016.9;10.3;11.3;999;99;99
2012;2;14;12;50;318;14.3;17.5;4.47;14.81;8.35;321;1017.4;10.3;11.3;999;99;99
2012;2;14;13;50;319;12.9;15.8;4.39;14.81;8.26;310;1017.9;10.2;11.3;999;99;99
2012;2;14;14;50;324;11.5;14;4.12;14.81;8;322;1018.3;10.2;11.3;999;99;99
2012;2;14;15;50;317;10.8;13;4.06;14.81;8.04;319;1018.7;10.2;11.3;999;99;99
2012;2;14;16;50;324;9.6;11.7;4.11;14.81;8.15;321;1018.9;10.2;11.3;999;99;99
2012;2;14;17;50;316;10.5;13.6;4.1;14.81;8.66;303;1019.8;10.3;11.3;999;99;99
2012;2;14;19;50;317;11.2;13.7;99;99;99;999;1020.4;10.2;11.4;999;99;99
2012;2;14;20;50;316;10.7;13.8;4.03;14.81;8.32;309;1019.9;10.1;11.4;999;99;99
2012;2;14;21;50;310;9.3;11.4;4.07;14.81;8.74;308;1019.9;10.2;11.4;999;99;99
2012;2;14;22;50;303;11.3;13.8;3.49;14.81;8.39;306;1019.2;10.1;11.4;999;99;99
2012;2;14;23;50;307;9.5;12.3;3.59;13.79;8.07;309;1019.6;10.3;11.4;999;99;99
2012;2;15;0;50;308;10.5;13.2;3.68;13.79;8.34;305;1019.6;10.3;11.4;999;99;99
2012;2;15;1;50;305;9.3;11.7;3.69;14.81;8.5;311;1020.1;10.5;11.4;999;99;99
2012;2;15;2;50;295;9.1;11.3;3.44;13.79;7.99;308;1019.9;10.5;11.5;999;99;99
2012;2;15;3;50;293;9.9;12.1;3.27;13.79;7.76;300;1020;10.6;11.4;999;99;99
2012;2;15;4;50;298;9.5;11.1;3.41;13.79;8.1;300;1020.2;10.8;11.4;999;99;99
2012;2;15;5;50;279;6.6;8.3;3.17;16;8.48;297;1019.9;10.8;11.4;999;99;99
2012;2;15;6;50;275;5.9;7.4;3.28;14.81;9.12;299;1020.2;10.9;11.4;999;99;99
2012;2;15;7;50;267;7.2;9.2;2.75;16;8.34;298;1019.8;10.6;11.4;999;99;99
2012;2;15;8;50;257;9.8;12;2.91;16;8.75;291;1019.1;11.1;11.4;999;99;99
2012;2;15;9;50;324;11.5;13.8;2.9;13.79;7.8;300;1019.5;10.1;11.4;999;99;99
2012;2;15;10;50;321;14.3;17.7;3.52;13.79;7.38;300;1019.5;9.9;11.4;999;99;99
2012;2;15;11;50;310;13.6;17.2;3.16;14.81;7.22;301;1019;9.8;11.4;999;99;99
2012;2;15;12;50;321;13.5;16.3;3.37;16;7.08;297;1019.3;9.5;11.4;999;99;99
2012;2;15;13;50;324;14.7;17.5;3.57;16;7.19;306;1019;9.4;11.4;999;99;99
2012;2;15;14;50;333;11.8;13.7;3.8;14.81;7.48;323;1018.9;9.2;11.3;999;99;99
2012;2;15;15;50;326;12.5;14.9;3.74;13.79;7.59;310;1020.1;9.3;11.2;999;99;99
2012;2;15;16;50;328;11.6;13.8;3.67;16;8.03;312;1020.6;9.5;11.1;999;99;99
2012;2;15;17;50;320;11.9;14.5;3.7;8.33;7.58;329;1020.9;9.5;11.1;999;99;99
2012;2;15;18;50;327;13;15.3;3.15;16;6.94;307;1021.1;9.5;11.1;999;99;99
2012;2;15;19;50;326;12.5;15;3.44;14.81;7.15;291;1020.8;9.7;11.1;999;99;99
2012;2;15;20;50;336;11.2;12.9;3.35;14.81;7.16;300;1020.6;10.1;11.1;999;99;99
2012;2;15;22;50;322;11.7;14.2;3.07;14.81;7.5;316;1019.6;9.9;11.1;999;99;99
2012;2;15;23;50;318;11.2;13.2;3.44;14.81;7.95;308;1019.7;10;11.1;999;99;99
2012;2;16;0;50;316;11.6;14.3;3.49;14.81;7.78;304;1019.5;10.3;11.1;999;99;99
2012;2;16;1;50;324;11.7;14.1;3.22;14.81;7.09;310;1019.9;10.3;11.1;999;99;99
2012;2;16;2;50;336;10.8;13.4;3.87;14.81;8.1;316;1020.6;10.5;11.1;999;99;99
2012;2;16;3;50;342;9.6;11.5;3.52;14.81;7.69;310;1020.9;10.7;11.1;999;99;99
2012;2;16;4;50;329;7.7;9.4;3.56;14.81;7.86;323;1021.1;10.8;11.1;999;99;99
2012;2;16;5;50;315;9.3;11.5;3.5;14.81;8.12;309;1021.6;11;11.1;999;99;99
2012;2;16;6;50;326;10;11.9;3.62;14.81;8.03;312;1021.7;10.8;11.1;999;99;99
2012;2;16;7;50;322;10.1;11.9;3.13;14.81;7.78;310;1022.2;10.7;11.1;999;99;99
2012;2;16;8;50;318;9.9;11.9;3.14;14.81;7.51;311;1022.5;10.6;11.1;999;99;99
2012;2;16;9;50;331;9.2;11.1;3.04;12.9;7.36;297;1022;10.6;11.1;999;99;99
2012;2;16;10;50;340;7.5;9.3;2.87;14.81;7.77;299;1022.5;10.6;11.1;999;99;99
2012;2;16;11;50;342;5.9;7.1;2.73;12.9;7.24;311;1022.7;10.5;11.1;999;99;99
2012;2;16;12;50;326;7.8;9.4;2.78;13.79;7.66;315;1022.7;10.6;11.2;999;99;99
2012;2;16;13;50;329;6.9;8.6;2.6;12.9;7.88;311;1022.6;10.6;11.2;999;99;99
2012;2;16;14;50;337;5.9;7.1;2.29;13.79;7.57;309;1023.5;10.6;11.2;999;99;99
2012;2;16;15;50;337;6.2;7.7;2.37;14.81;8.13;311;1024.1;10.7;11.1;999;99;99
2012;2;16;16;50;350;5.1;6.3;2.39;13.79;7.76;319;1024.9;10.8;11.1;999;99;99
2012;2;16;17;50;358;5.6;6.9;2.2;13.79;7.64;321;1025.2;11.3;11.1;999;99;99
2012;2;16;18;50;336;6.2;7.2;2.18;11.43;7.77;308;1025.2;10.9;11;999;99;99
2012;2;16;19;50;328;6.4;7.8;2.22;13.79;7.83;312;1025.3;11;11;999;99;99
2012;2;16;21;50;316;8.6;10.5;2.11;13.79;7.55;308;1024.5;10.8;11.2;999;99;99
2012;2;16;22;50;315;7.2;8.6;2.14;13.79;7.35;311;1024.3;10.7;11.3;999;99;99
2012;2;16;23;50;314;5.4;6.6;2.15;12.9;7.74;301;1023.9;10.8;11.3;999;99;99
2012;2;17;0;50;308;7.2;8.6;2.03;12.9;7.77;302;1023.8;10.7;11.2;999;99;99
2012;2;17;1;50;312;6.7;8.4;2.01;12.12;7.6;290;1023.9;10.6;11.3;999;99;99
2012;2;17;2;50;316;5.2;6.1;2.17;19.05;8.1;319;1024;10.6;11.2;999;99;99
2012;2;17;3;50;302;5.3;6.4;2.01;13.79;7.6;278;1024.2;10.7;11.2;999;99;99
2012;2;17;4;50;305;5.2;6.5;2.26;19.05;8.2;330;1024.2;10.8;11.2;999;99;99
2012;2;17;5;50;307;4.4;5.6;2.11;19.05;8.14;308;1024.1;10.9;11.2;999;99;99
2012;2;17;6;50;301;6.2;7.7;2.29;19.05;8.56;289;1024.1;11;11.2;999;99;99
2012;2;17;7;50;305;6.3;7.7;2.32;19.05;8.36;306;1024.3;10.9;11.2;999;99;99
2012;2;17;8;50;318;6.1;7.7;1.96;19.05;7.81;316;1024.2;11;11.3;999;99;99
2012;2;17;9;50;325;6.8;8.6;2.34;19.05;8.15;289;1023.9;10.9;11.3;999;99;99
2012;2;17;10;50;322;7.2;9.3;2.61;19.05;8.55;306;1023.7;10.7;11.3;999;99;99
2012;2;17;11;50;325;7.5;8.9;2.31;17.39;7.33;288;1024;10.7;11.3;999;99;99
2012;2;17;12;50;326;7;8.9;2.59;19.05;8.15;294;1024;10.5;11.3;999;99;99
2012;2;17;13;50;315;6.4;7.9;2.67;17.39;8.64;291;1024.2;10.3;11.3;999;99;99
2012;2;17;14;50;309;6.2;7.5;2.69;17.39;9.42;300;1024.6;10.3;11.3;999;99;99
2012;2;17;15;50;315;7.4;9.4;3.02;17.39;10.33;310;1025.3;10.5;11.1;999;99;99
2012;2;17;16;50;319;6.9;8.7;2.32;17.39;7.9;319;1025.4;10.5;11;999;99;99
2012;2;17;17;50;340;6.4;8.1;2.47;16;8.63;309;1025.5;10.4;11;999;99;99
2012;2;17;18;50;327;5.9;7;2.44;17.39;8.67;304;1025.8;10.4;11;999;99;99
2012;2;17;19;50;333;6.2;7.5;2.3;16;8.58;290;1025.7;10.2;11;999;99;99
2012;2;17;20;50;320;6.6;8;2.46;16;9.06;308;1025.3;10.2;11;999;99;99
2012;2;17;21;50;316;7.7;9.5;2.68;16;9.37;308;1024.6;10.3;11;999;99;99
2012;2;17;22;50;315;6.4;7.6;2.95;16;9.8;300;1024.1;10.1;11.1;999;99;99
2012;2;17;23;50;302;6;7.9;2.15;16;8.09;301;1023.7;9.9;11.1;999;99;99
2012;2;18;0;50;304;6.2;8.1;2.43;16;9.06;299;1023.7;10;11.1;999;99;99
2012;2;18;1;50;308;7.6;8.8;2.32;14.81;8.77;302;1023.8;9.9;11.3;999;99;99
2012;2;18;2;50;307;8.1;10.2;2.31;14.81;8.16;293;1024;10.3;11.3;999;99;99
2012;2;18;3;50;318;8.1;9.7;2.62;16;8.89;292;1024;10.5;11.3;999;99;99
2012;2;18;4;50;319;6.9;8.3;2.85;16;9.17;313;1024.4;10.5;11.2;999;99;99
2012;2;18;5;50;308;8.7;10;2.46;14.81;8.49;299;1024.3;10.7;11.2;999;99;99
2012;2;18;6;50;297;9.5;11.3;2.62;14.81;8.36;299;1024.1;10.5;11.1;999;99;99
2012;2;18;7;50;300;8.3;10.7;2.45;14.81;7.91;298;1023.6;10.4;11.1;999;99;99
2012;2;18;8;50;300;7.6;8.9;2.56;13.79;8.18;298;1023.7;10.6;11.1;999;99;99
2012;2;18;9;50;310;7.6;9.4;2.63;14.81;8.26;292;1023.8;10.4;11.1;999;99;99
2012;2;18;10;50;310;9.9;11.9;2.5;16;8.28;295;1023.7;10.4;11;999;99;99
2012;2;18;11;50;320;9.2;11.6;2.42;12.9;7.28;308;1023.5;10.5;10.9;999;99;99
2012;2;18;12;50;323;9.8;11.9;2.69;14.81;7.52;305;1023.4;10.7;10.9;999;99;99
2012;2;18;13;50;320;10.4;12.6;2.81;14.81;7.46;291;1023.3;10.6;10.9;999;99;99
2012;2;18;14;50;314;10.5;12.8;2.99;14.81;7.76;301;1023.4;10.5;10.9;999;99;99
2012;2;18;15;50;311;11;13.5;2.91;12.9;6.7;305;1023.4;10.5;10.9;999;99;99
2012;2;18;16;50;310;11.3;13.7;2.77;14.81;6.79;311;1023.3;10.6;10.9;999;99;99
2012;2;18;17;50;314;10.2;12.7;2.83;14.81;6.96;302;1023.5;10.6;10.9;999;99;99
2012;2;18;18;50;318;11.6;15.7;3;14.81;6.94;310;1023.1;10.7;10.9;999;99;99
2012;2;18;19;50;315;11.6;14.8;3.02;6.67;6.64;324;1023.1;10.5;10.9;999;99;99
2012;2;18;20;50;309;16.5;20.7;3.46;13.79;6.7;311;1021.6;10.5;10.9;999;99;99
2012;2;18;21;50;309;15;19.7;3.72;7.69;6.93;318;1021.6;10.5;10.9;999;99;99
2012;2;18;22;50;308;14;18.1;3.74;14.81;7.1;310;1021.6;10.4;10.9;999;99;99
2012;2;18;23;50;304;15.3;19.2;3.34;16;6.7;295;1021;10.3;10.9;999;99;99
2012;2;19;1;50;308;15.2;18.9;3.93;7.69;7.05;319;1021.1;10;10.9;999;99;99
2012;2;19;2;50;312;12.8;15.8;4.06;13.79;7.37;308;1021.4;10;10.9;999;99;99
2012;2;19;3;50;311;14.8;18.8;4.3;13.79;7.77;305;1021.1;9.9;10.9;999;99;99
2012;2;19;4;50;316;13.8;17.6;4.81;13.79;8.28;307;1021.1;9.7;10.8;999;99;99
2012;2;19;5;50;315;13.7;17.2;4.75;9.09;8.04;318;1021.3;9.7;10.8;999;99;99
2012;2;19;6;50;318;12.9;16.4;4.97;12.9;8.21;312;1021.4;9.8;10.8;999;99;99
2012;2;19;7;50;321;13.4;15.6;4.77;13.79;7.99;310;1021.2;9.5;10.8;999;99;99
2012;2;19;8;50;321;14.4;18.1;4.64;12.9;8.1;307;1021.2;9.4;10.8;999;99;99
2012;2;19;9;50;322;13.4;17.3;4.66;11.43;8.03;323;1020.9;9.3;10.8;999;99;99
2012;2;19;10;50;324;13.1;16.1;4.56;14.81;7.84;302;1020.7;9.3;10.8;999;99;99
2012;2;19;11;50;329;13.3;16.3;4.41;14.81;7.84;307;1020.5;9.1;10.8;999;99;99
2012;2;19;12;50;325;13.1;16.2;4.34;14.81;7.99;308;1020.6;9;10.7;999;99;99
2012;2;19;13;50;328;12.5;15.5;4.65;13.79;8.26;312;1020.7;8.9;10.7;999;99;99
2012;2;19;14;50;327;11.3;14.5;4.45;12.9;8.32;317;1020.8;9;10.7;999;99;99
2012;2;19;15;50;321;10.6;13;4.1;14.81;7.81;296;1021.1;9;10.7;999;99;99
2012;2;19;16;50;323;9.2;10.8;3.67;14.81;7.91;303;1021.5;9;10.7;999;99;99
2012;2;19;17;50;327;8;9.6;3.79;13.79;8.5;301;1021.8;9.2;10.7;999;99;99
2012;2;19;18;50;320;6.4;8.3;3.48;13.79;8.33;299;1022;9.3;10.7;999;99;99
2012;2;19;19;50;302;6.7;9.4;3.4;12.9;8.43;291;1021.8;9.4;10.6;999;99;99
2012;2;19;20;50;306;4.9;6.8;2.93;12.12;7.78;295;1020.8;9.3;10.6;999;99;99
2012;2;19;21;50;297;4.6;6.6;3.1;13.79;8.83;306;1020.2;9.4;10.7;999;99;99
2012;2;19;22;50;283;3.9;7.1;2.89;12.9;8.66;303;1020;9.3;10.7;999;99;99
2012;2;19;23;50;253;2.1;3.4;3.12;12.9;9.23;299;1019.6;9.6;10.7;999;99;99
2012;2;20;0;50;257;3.5;4.6;2.84;12.9;9.29;288;1019.9;9.5;10.7;999;99;99
2012;2;20;1;50;231;2.5;3.3;2.83;14.81;9.53;284;1019.9;9.5;10.6;999;99;99
2012;2;20;2;50;219;1.8;3.5;3.11;12.12;9.72;307;1019.7;9.5;10.6;999;99;99
2012;2;20;3;50;190;2.1;3.2;2.69;13.79;9.17;291;1019.7;9.6;10.6;999;99;99
2012;2;20;4;50;166;1.7;3;2.48;12.12;9.23;299;1020.6;9.5;10.5;999;99;99
2012;2;20;5;50;158;3.6;5;2.56;14.81;9.3;290;1019.9;9.2;10.5;999;99;99
2012;2;20;6;50;146;4.3;5.7;2.7;13.79;9.79;308;1019.4;9.6;10.5;999;99;99
2012;2;20;7;50;161;3;5;2.33;12.9;9.34;295;1020.5;9.6;10.5;999;99;99
2012;2;20;8;50;159;4.1;5.5;2.45;13.79;9.55;296;1020;9.8;10.5;999;99;99
2012;2;20;9;50;163;4;5.8;2.45;12.9;9.54;307;1020.4;9.8;10.5;999;99;99
2012;2;20;10;50;150;3.8;5.1;2.38;13.79;9.8;302;1020.1;9.5;10.5;999;99;99
2012;2;20;11;50;154;4.3;5.8;2.04;13.79;8.64;297;1019.8;9.4;10.5;999;99;99
2012;2;20;12;50;146;5;6.6;2.07;13.79;9.24;298;1019.4;9.5;10.5;999;99;99
2012;2;20;13;50;146;4.8;6.7;2.12;14.81;8.99;289;1019.4;9.4;10.5;999;99;99
2012;2;20;14;50;152;5.4;7;2.16;12.9;8.96;299;1019.3;9.4;10.5;999;99;99
2012;2;20;15;50;138;4.3;5.4;1.97;12.9;8.3;307;1020.4;9.6;10.6;999;99;99
2012;2;20;16;50;129;3.8;5.1;2.32;13.79;9.17;292;1021.5;9.6;10.6;999;99;99
2012;2;20;18;50;122;3.6;5;2.22;13.79;8.97;310;1022.6;9.5;10.7;999;99;99
2012;2;20;19;50;123;2.3;3.5;2.1;12.9;8.74;305;1022.4;9.8;10.8;999;99;99
2012;2;20;20;50;140;1.1;1.9;2.16;12.9;8.8;303;1021.9;10.3;11;999;99;99
2012;2;20;21;50;2;1;1.9;2.25;12.9;9.03;288;1021.6;10.3;11.1;999;99;99
2012;2;20;22;50;356;1.9;2.8;2.11;12.9;8.69;283;1021.1;10.3;11.2;999;99;99
2012;2;20;23;50;333;2.1;3;2.06;13.79;8.54;296;1020.8;10.5;11.3;999;99;99
2012;2;21;0;50;299;5.4;6.4;1.93;12.12;8.5;292;1021.4;10.7;11.2;999;99;99
2012;2;21;1;50;294;6.9;7.9;2.1;12.12;8.63;294;1021.8;10.3;11;999;99;99
2012;2;21;2;50;308;6.5;7.5;2.14;10;8.39;301;1022.5;9.6;10.8;999;99;99
2012;2;21;3;50;321;6;7.4;2;10.81;8.17;301;1022.9;9.2;10.9;999;99;99
2012;2;21;4;50;336;5.9;7.1;2.27;9.09;8.22;304;1023.5;9;10.8;999;99;99
2012;2;21;5;50;324;6.6;8.5;2.19;12.9;8.09;308;1023.7;9.3;10.9;999;99;99
2012;2;21;6;50;323;6.8;8.4;2.12;10;7.61;311;1023.9;9.6;10.9;999;99;99
2012;2;21;7;50;332;8.3;9.9;2.31;13.79;7.55;306;1023.6;10.1;11;999;99;99
2012;2;21;8;50;324;7.6;9.2;2.37;10;7.9;305;1023.8;9.7;11;999;99;99
2012;2;21;9;50;326;8.5;10;2.2;10;7.14;304;1024.1;9.6;10.9;999;99;99
2012;2;21;10;50;330;7.6;9.4;2.33;10.81;7.04;304;1024.2;9.5;10.9;999;99;99
2012;2;21;11;50;341;6.7;8;2.09;10;6.83;305;1024.1;9.4;10.8;999;99;99
2012;2;21;12;50;328;7.5;9.3;2;11.43;6.92;300;1024.2;9.6;10.8;999;99;99
2012;2;21;13;50;341;7.1;8.8;1.96;10;6.85;307;1024.5;9.9;10.9;999;99;99
2012;2;21;14;50;344;6.9;8.4;2.09;10;6.95;301;1025.1;9.8;11;999;99;99
2012;2;21;15;50;335;7.2;8.5;1.94;10;6.83;308;1025.6;9.4;11;999;99;99
2012;2;21;16;50;339;7.6;9.5;2.12;11.43;6.82;319;1026.1;9.1;11;999;99;99
2012;2;21;17;50;333;6;7.4;2.22;12.12;7;302;1025.7;8.8;11;999;99;99
2012;2;21;18;50;323;7.9;9.9;2.16;11.43;6.84;299;1026.5;9.3;11;999;99;99
2012;2;21;19;50;332;7;8.9;2.26;9.09;6.77;298;1026.5;9.2;11;999;99;99
2012;2;21;20;50;325;6.7;8.4;2.18;10;6.87;310;1026;9.4;11;999;99;99
2012;2;21;21;50;329;7.1;8.3;2.05;10.81;6.69;311;1025.4;9.4;11;999;99;99
2012;2;21;22;50;323;7.8;9.3;2.16;11.43;6.91;305;1025.2;9.6;11.1;999;99;99
2012;2;21;23;50;325;9.8;11.1;2.18;10;6.67;303;1024.8;9.6;11.1;999;99;99
2012;2;22;0;50;325;9;10.5;2.17;11.43;6.03;310;1024.5;10.8;11.1;999;99;99
2012;2;22;1;50;321;9.4;11.2;2.21;10.81;6.27;302;1024.2;11;11.1;999;99;99
2012;2;22;2;50;323;9;10.6;2.19;10.81;6.26;297;1024.4;11.3;11.1;999;99;99
2012;2;22;3;50;324;8.4;10.3;2.32;11.43;6.57;307;1024.3;11.4;11.1;999;99;99
2012;2;22;4;50;334;9;10.9;2.4;10.81;6.52;304;1024.7;11.5;11.2;999;99;99
2012;2;22;5;50;324;9.8;12.1;2.5;12.12;6.29;301;1024.5;11.5;11.2;999;99;99
2012;2;22;6;50;326;10.3;12.5;2.56;10.81;6.56;304;1024.6;11.3;11.2;999;99;99
2012;2;22;7;50;321;10.8;13.1;2.78;10.81;6.76;314;1024.3;11.2;11.2;999;99;99
2012;2;22;8;50;324;10.9;13.2;2.56;7.14;6.32;307;1024.6;11.1;11.2;999;99;99
2012;2;22;9;50;330;9.7;11.5;2.5;11.43;6.45;292;1024.7;11;11.2;999;99;99
2012;2;22;10;50;331;9.4;12.2;2.81;7.14;6.93;310;1024.3;11;11.3;999;99;99
2012;2;22;11;50;336;9.3;11.6;99;99;99;999;1024.4;11;11.3;999;99;99
2012;2;22;12;50;326;8.4;10;2.53;16;6.63;309;1024.5;10.9;11.2;999;99;99
2012;2;22;13;50;328;9;10.7;2.9;10.81;7.17;313;1024.9;11;11.2;999;99;99
2012;2;22;14;50;328;7.1;8.8;2.83;10.81;7.26;313;1024.9;11;11.2;999;99;99
2012;2;22;15;50;330;8.1;9.5;2.93;16;7.43;306;1025.2;11.4;11.2;999;99;99
2012;2;22;16;50;338;6.8;8;2.9;16;7.23;305;1025.6;11.6;11.2;999;99;99
2012;2;22;17;50;328;8.7;10.3;2.98;10.81;7.33;309;1025.7;11.8;11.2;999;99;99
2012;2;22;18;50;325;9.1;11.3;2.72;11.43;7.09;308;1025.7;11.8;11.2;999;99;99
2012;2;22;19;50;325;8.6;11;2.63;10;6.87;301;1025.3;11.7;11.3;999;99;99
2012;2;22;20;50;336;7.8;10;2.96;16;7.46;291;1024.9;11.6;11.2;999;99;99
2012;2;22;21;50;319;10.6;12.9;2.92;8.33;6.86;313;1023.8;10.9;11.1;999;99;99
2012;2;22;22;50;326;8.9;11;3.35;8.33;6.86;317;1023.5;10.9;11;999;99;99
2012;2;22;23;50;316;12.9;15.1;3.13;8.33;6.7;309;1022.5;11.3;10.9;999;99;99
