#YY;MM;DD;hh;mm;WDI;R WSP;D GST;WVHT;DPD;APD;MWD;PRES;ATMP;WTMP;DEWP;VIS;TIDE
#yr;mo;dy;hr;mn;deg;T m/s;m/s;m;sec;sec;deg;T   hPa;degC;degC;degC;mi;ft
2012;6;2;0;50;307;8.9;10.7;2.49;16;6.61;319;1011.4;12.1;11;999;99;99
2012;6;2;1;50;309;8.9;12.3;99;99;99;999;1011;12.2;10.9;999;99;99
2012;6;2;2;50;307;10.2;12.7;2.97;16;6.58;304;1011.2;12.2;10.9;999;99;99
2012;6;2;3;50;307;9.8;11.8;3.09;16;6.81;299;1011.4;12.2;11.1;999;99;99
2012;6;2;4;50;304;10.4;12.6;3.25;14.81;6.9;305;1011.6;12.1;11.1;999;99;99
2012;6;2;5;50;304;11.7;14;99;99;99;999;1011.9;11.9;11.2;999;99;99
2012;6;2;6;50;307;11.5;14.5;3.02;7.14;6.36;315;1012;11.8;11.4;999;99;99
2012;6;2;7;50;310;10.5;12.6;3.04;16;6.64;313;1012.3;11.8;11.3;999;99;99
2012;6;2;8;50;302;10.9;12.9;3.4;14.81;7.79;297;1012.4;11.7;11.3;999;99;99
2012;6;2;9;50;309;8.9;11.1;3.23;14.81;7.38;313;1012.6;11.6;10.8;999;99;99
2012;6;2;10;50;304;8.9;11.1;3.08;14.81;7.44;318;1012.8;11.6;10.9;999;99;99
2012;6;2;11;50;304;9;11.8;3.16;14.81;7.87;307;1013.3;11.6;11;999;99;99
2012;6;2;12;50;304;7.4;8.8;2.79;13.79;7.71;317;1013.7;11.5;11;999;99;99
2012;6;2;13;50;306;6.9;9;2.64;13.79;7.46;311;1014.4;11.3;10.7;999;99;99
2012;6;2;14;50;303;7.6;9.5;2.88;13.79;7.82;301;1014.6;11.3;10.5;999;99;99
2012;6;2;15;50;302;8.5;10.2;2.54;14.81;7.49;304;1014.9;11.5;10.5;999;99;99
2012;6;2;16;50;304;8.8;10.3;2.34;13.79;7.16;303;1015.2;11.8;10.7;999;99;99
2012;6;2;17;50;310;6.5;8.2;2.58;12.9;7.21;301;1015.5;12;11;999;99;99
2012;6;2;18;50;306;7.6;9.7;2.57;12.9;7.74;311;1015.7;12.2;11.8;999;99;99
2012;6;2;19;50;295;9.7;11.8;2.59;13.79;7.79;303;1015.4;12.1;11.8;999;99;99
2012;6;2;20;50;295;9.9;11.8;2.5;12.9;7.52;301;1015.5;12;11.7;999;99;99
2012;6;2;21;50;299;9;10.8;2.63;12.9;7.49;304;1015.6;11.9;11.7;999;99;99
2012;6;2;22;50;302;7.7;9.4;2.66;12.9;7.87;303;1015.8;11.8;11.8;999;99;99
2012;6;2;23;50;313;6.9;8.4;2.4;12.9;7;304;1015.5;11.8;11.8;999;99;99
2012;6;3;0;50;309;8.4;9.8;2.46;12.9;7.21;312;1015.8;11.7;11.8;999;99;99
2012;6;3;1;50;304;8.2;9.5;2.55;12.9;7.61;296;1015.4;11.7;11.7;999;99;99
2012;6;3;2;50;304;8.3;9.9;2.51;12.9;7.45;300;1015.4;11.7;11.8;999;99;99
2012;6;3;3;50;309;8.7;11.2;2.52;12.9;7.6;310;1015.4;11.5;12.2;999;99;99
2012;6;3;4;50;307;9.3;11.2;99;99;99;999;1016;11.4;12.2;999;99;99
2012;6;3;5;50;316;8.4;9.9;2.3;12.12;7.01;295;1016;11.3;12.2;999;99;99
2012;6;3;6;50;322;7.9;9.5;2.21;12.9;7;303;1015.8;11;12.2;999;99;99
2012;6;3;7;50;310;8.6;10.9;2.14;12.12;6.78;310;1015.6;11.1;12.1;999;99;99
2012;6;3;8;50;317;7.8;9;2.06;11.43;6.79;310;1015.2;11;12;999;99;99
2012;6;3;9;50;320;8.1;9.7;2.11;11.43;7.15;305;1015.1;10.9;11.8;999;99;99
2012;6;3;10;50;319;7.5;9.3;99;99;99;999;1015;10.8;11.6;999;99;99
2012;6;3;11;50;320;8;9.6;1.96;12.9;6.93;317;1015;10.8;11.4;999;99;99
2012;6;3;12;50;317;7.5;9.4;2.16;12.9;7.25;314;1015.1;11;11.3;999;99;99
2012;6;3;13;50;317;6.1;8.6;99;99;99;999;1015.3;10.8;11.1;999;99;99
2012;6;3;14;50;308;5.1;6.4;1.84;12.12;6.65;305;1015.4;11.1;11.1;999;99;99
2012;6;3;15;50;300;4.4;5.3;1.69;12.12;6.75;294;1015.4;11.8;11.2;999;99;99
2012;6;3;16;50;307;4.6;5.5;1.7;12.12;7.26;286;1015.7;12;11.8;999;99;99
2012;6;3;17;50;297;4.2;5.7;1.84;12.12;7.62;298;1015.9;12.1;12;999;99;99
2012;6;3;18;50;304;4.3;5.3;1.65;12.12;7.43;300;1015.8;12.3;12.3;999;99;99
2012;6;3;19;50;303;3.9;4.7;1.74;11.43;7.96;307;1015.7;12.4;12.6;999;99;99
2012;6;3;20;50;299;4.5;5.4;1.85;11.43;7.97;308;1015.4;12.6;12.5;999;99;99
2012;6;3;21;50;301;5.3;6.4;1.49;12.12;7.71;311;1015.3;12.8;13.1;999;99;99
2012;6;3;22;50;306;5.5;6.5;1.55;11.43;7.64;297;1014.7;12.9;13.3;999;99;99
2012;6;3;23;50;298;5.6;6.7;1.74;11.43;8.13;305;1014.6;13;13.3;999;99;99
2012;6;4;0;50;299;5.6;6.5;1.73;10.81;8.02;299;1014.4;13.2;13.3;999;99;99
2012;6;4;1;50;304;5;6.2;1.63;11.43;7.82;306;1014.4;13.2;13.3;999;99;99
2012;6;4;2;50;304;3.9;4.6;1.55;10.81;7.69;300;1014.6;13.1;13.3;999;99;99
2012;6;4;3;50;308;2.2;2.8;1.39;10;7.54;302;1014.5;13;13.2;999;99;99
2012;6;4;4;50;286;1.5;1.9;1.47;10;8.26;310;1014.8;13.1;13.3;999;99;99
2012;6;4;5;50;290;0.5;1.1;1.55;10;8.51;312;1015.1;13.2;13.4;999;99;99
2012;6;4;6;50;200;0.6;1.2;1.36;10.81;8.27;313;1014.8;13.2;13.4;999;99;99
2012;6;4;7;50;159;2.4;3.2;1.5;9.09;8.45;320;1014.3;12.8;13.3;999;99;99
2012;6;4;8;50;157;2.5;3.6;1.4;11.43;8.53;310;1013.7;12.7;13.2;999;99;99
2012;6;4;9;50;189;3.4;4;1.32;11.43;8.84;314;1013.9;12.9;13.2;999;99;99
2012;6;4;10;50;179;3;3.8;1.46;10;8.99;309;1013.9;12.9;13.2;999;99;99
2012;6;4;11;50;174;3.4;4.2;1.41;9.09;8.6;305;1013.6;13;13.1;999;99;99
2012;6;4;12;50;195;4;4.7;1.37;9.09;8.58;303;1014;13.1;12.9;999;99;99
2012;6;4;13;50;200;2.6;3.3;1.21;8.33;8.03;302;1014.2;13.4;12.8;999;99;99
2012;6;4;14;50;257;6.5;7.7;1.15;16;8.01;182;1014.6;13.1;12.7;999;99;99
2012;6;4;15;50;264;5.4;7.3;1.16;9.09;6.9;292;1015.1;13.2;12.6;999;99;99
2012;6;4;16;50;268;6.7;8.1;1.09;16;6.29;227;1015.5;13.1;13;999;99;99
2012;6;4;17;50;273;7.9;9.6;1.07;16;5.54;187;1015.6;13.1;13.2;999;99;99
2012;6;4;18;50;276;6.5;8.4;1.35;16;5.49;191;1016.4;13.1;13.2;999;99;99
2012;6;4;19;50;280;8.1;9.6;1.36;16;5.53;222;1017;13.2;13.1;999;99;99
2012;6;4;20;50;276;7.9;9.2;1.63;10;5.75;286;1017.4;13.2;13.1;999;99;99
2012;6;4;21;50;280;7.6;9.1;2.13;9.09;6.66;284;1017.9;13.1;13.1;999;99;99
2012;6;4;22;50;309;8.9;10.7;1.96;10;6.19;286;1018.1;12.1;13.1;999;99;99
2012;6;4;23;50;299;7.5;9;1.95;10;6.42;285;1018.1;12.7;13.1;999;99;99
2012;6;5;0;50;285;5.9;7.3;1.92;8.33;6.53;283;1018.7;12.9;13.2;999;99;99
2012;6;5;1;50;297;7.7;9.1;1.95;10;6.46;285;1018.6;13;13.1;999;99;99
2012;6;5;2;50;297;7;8.7;2.17;10.81;6.8;288;1019.1;12.8;12.8;999;99;99
2012;6;5;3;50;300;7.3;9.2;2.11;10.81;6.77;305;1019.5;12.7;12.8;999;99;99
2012;6;5;4;50;294;6.9;8.5;2.5;10;7.3;293;1020.2;12.7;12.7;999;99;99
2012;6;5;5;50;290;7;9;2.68;10;7.77;286;1020.9;12.7;12.7;999;99;99
2012;6;5;6;50;295;6.9;8.8;2.45;10;7.66;291;1020.9;12.6;12.8;999;99;99
2012;6;5;7;50;296;7.2;9;2.71;9.09;7.8;291;1021.3;12.6;12.6;999;99;99
2012;6;5;8;50;309;7.9;10.3;2.61;10;7.46;302;1021;12.4;12.5;999;99;99
2012;6;5;9;50;302;7.8;9.4;2.45;9.09;7.33;300;1021.6;12.4;12.5;999;99;99
2012;6;5;10;50;301;7.3;9;2.59;9.09;7.42;311;1021.9;12.3;12.3;999;99;99
2012;6;5;11;50;317;6.3;8;2.41;9.09;7.2;307;1021.9;11.8;12.1;999;99;99
2012;6;5;12;50;297;7.3;8.9;99;99;99;999;1022.2;11.8;11.9;999;99;99
2012;6;5;13;50;310;8.1;9.7;2.01;9.09;6.55;292;1022.7;11.9;11.9;999;99;99
2012;6;5;14;50;314;9.2;10.8;2.13;14.81;6.63;201;1023;11.9;11.9;999;99;99
2012;6;5;15;50;319;7.7;9.4;2.22;8.33;6.41;295;1023.4;11.8;11.9;999;99;99
2012;6;5;16;50;324;7.7;9.3;2.24;8.33;6.36;289;1023.7;11.8;12;999;99;99
2012;6;5;17;50;318;8.9;10.3;2.05;9.09;6.02;288;1023.7;11.7;12.1;999;99;99
2012;6;5;18;50;312;9.5;11.3;1.92;8.33;6.13;292;1023.6;11.8;12.4;999;99;99
2012;6;5;19;50;305;10;12;99;99;99;999;1023.5;11.9;12.7;999;99;99
2012;6;5;20;50;304;10.1;12;2.07;8.33;6.14;301;1023.4;12.2;12.9;999;99;99
2012;6;5;21;50;307;10.8;12.9;2.12;8.33;5.96;297;1023.1;12.3;13.1;999;99;99
2012;6;5;22;50;307;11;13.2;2.27;7.69;6.03;311;1022.9;12.3;12.6;999;99;99
2012;6;5;23;50;312;11.4;14;2.16;8.33;5.69;301;1022.6;12.3;12.5;999;99;99
2012;6;6;0;50;309;12;14.8;2.2;7.14;5.57;296;1022.5;12.2;12.1;999;99;99
2012;6;6;1;50;312;12.1;14.8;2.25;8.33;5.71;292;1022.2;12.2;12.1;999;99;99
2012;6;6;2;50;313;12.2;14.7;2.3;7.69;5.69;311;1022.1;12;12;999;99;99
2012;6;6;3;50;311;13.9;16.8;2.67;7.14;5.76;303;1022;11.9;11.8;999;99;99
2012;6;6;4;50;310;14.3;18;2.84;6.67;5.72;306;1021.8;11.7;11.6;999;99;99
2012;6;6;5;50;314;14.1;17.6;2.6;6.25;5.59;311;1021.6;11.6;11.5;999;99;99
2012;6;6;6;50;316;13.5;16.1;2.75;6.67;5.75;319;1021.2;11.5;11.5;999;99;99
2012;6;6;7;50;319;12.9;16.4;99;99;99;999;1020.6;11.4;11.6;999;99;99
2012;6;6;8;50;318;12.4;14.9;99;99;99;999;1020.6;11.3;11.5;999;99;99
2012;6;6;9;50;315;11.9;14.2;2.84;7.69;5.94;308;1020.2;11.2;11.5;999;99;99
2012;6;6;10;50;313;12.7;15.6;99;99;99;999;1020.3;11.2;11.2;999;99;99
2012;6;6;11;50;315;12.2;15.5;2.62;8.33;5.83;303;1020;11.1;11.2;999;99;99
2012;6;6;12;50;318;11.4;13.8;99;99;99;999;1019.9;10.9;11.1;999;99;99
2012;6;6;13;50;317;11.7;14;2.75;8.33;6.09;300;1019.8;10.9;10.9;999;99;99
2012;6;6;14;50;319;11.1;13.6;99;99;99;999;1019.8;10.9;10.8;999;99;99
2012;6;6;15;50;312;11.5;13.7;2.61;8.33;6.14;309;1020.2;10.9;10.7;999;99;99
2012;6;6;16;50;309;11.6;14;2.85;8.33;6.19;304;1019.9;10.9;10.6;999;99;99
2012;6;6;17;50;311;11.7;14.5;2.59;7.69;5.92;300;1019.8;11;10.5;999;99;99
2012;6;6;18;50;311;11.8;14.2;2.54;7.69;5.93;306;1019.6;11.1;10.5;999;99;99
2012;6;6;19;50;311;12;14.6;2.47;7.69;5.82;300;1019.1;11.2;10.6;999;99;99
2012;6;6;20;50;308;12.1;14.8;2.71;7.14;5.85;312;1018.8;11.4;10.7;999;99;99
2012;6;6;21;50;311;10.7;12.7;99;99;99;999;1018.7;11.6;10.9;999;99;99
2012;6;6;22;50;313;11.6;14;2.29;7.14;5.47;316;1018.2;11.8;11.2;999;99;99
2012;6;6;23;50;310;11.4;14.2;2.26;7.69;5.51;317;1017.9;11.9;11.3;999;99;99
2012;6;7;0;50;308;10.6;12.9;99;99;99;999;1017.5;12.1;11.6;999;99;99
2012;6;7;1;50;308;10.9;12.5;2.12;6.67;5.52;314;1017.2;12.2;11.8;999;99;99
2012;6;7;2;50;305;11.7;14.8;2.14;7.69;5.41;317;1017.1;12.3;11.8;999;99;99
2012;6;7;3;50;302;11.8;13.8;2.38;7.14;5.58;316;1016.9;12.2;11.9;999;99;99
2012;6;7;4;50;303;11.9;14.4;2.22;6.67;5.41;316;1017;12.2;11.8;999;99;99
2012;6;7;5;50;307;11.1;13.4;2.08;6.67;5.21;312;1017.1;12.2;11.8;999;99;99
2012;6;7;6;50;308;11.4;14.4;2.32;7.14;5.39;314;1016.7;12.1;11.6;999;99;99
2012;6;7;7;50;310;12.9;15.4;2.34;6.67;5.4;313;1016.4;12;11.3;999;99;99
2012;6;7;8;50;315;11.7;14.8;2.3;7.14;5.47;324;1016.4;11.9;11.4;999;99;99
2012;6;7;9;50;314;10.1;11.8;2.34;8.33;5.54;310;1016.6;11.7;11.9;999;99;99
2012;6;7;10;50;313;10.4;12.9;2.09;6.67;5.33;318;1016.5;11.3;11.9;999;99;99
2012;6;7;11;50;312;11.9;14.1;2.04;6.25;5.29;310;1016.7;11.2;11.8;999;99;99
2012;6;7;12;50;314;10.9;13.6;2.07;7.14;5.39;301;1017;11.2;11.8;999;99;99
2012;6;7;13;50;306;10.5;12.3;2.02;6.67;5.43;314;1017.1;11.6;11.7;999;99;99
2012;6;7;14;50;312;8.5;10.4;1.94;7.14;5.38;311;1017.6;11.6;11.4;999;99;99
2012;6;7;15;50;310;8.6;10.3;1.75;6.67;5.42;313;1018.1;11.8;11.2;999;99;99
2012;6;7;16;50;304;8.2;9.5;1.58;7.14;5.13;321;1018.5;11.8;11;999;99;99
2012;6;7;17;50;301;6.4;7.5;1.4;6.25;5.09;310;1018.7;11.9;11;999;99;99
2012;6;7;18;50;301;6.5;7.9;1.37;7.14;5.56;307;1018.8;12;11.3;999;99;99
2012;6;7;19;50;292;6.2;7.2;1.31;9.09;5.31;300;1018.7;12.3;11.4;999;99;99
2012;6;7;20;50;285;5.4;6.3;1.3;6.25;5.82;315;1018.5;12.7;11.9;999;99;99
2012;6;7;21;50;290;6.8;8.4;1.21;9.09;5.48;299;1018.4;12.6;12.1;999;99;99
2012;6;7;22;50;287;8;10.1;1.18;9.09;5.13;294;1017.9;12.8;12.3;999;99;99
2012;6;7;23;50;289;6.7;7.7;1.11;8.33;5.1;292;1017.7;12.9;12.3;999;99;99
2012;6;8;0;50;291;7.1;8.4;1.1;8.33;5.24;307;1017.3;12.9;12.2;999;99;99
2012;6;8;1;50;297;6.9;8.3;1.14;8.33;5.48;310;1017.1;13.1;12.2;999;99;99
2012;6;8;2;50;303;7.8;9.3;1.12;8.33;5.52;303;1017.2;13;12.2;999;99;99
2012;6;8;3;50;300;7.3;8.5;1.21;8.33;5.39;303;1017.1;12.7;12.2;999;99;99
2012;6;8;4;50;308;6.7;7.9;1.2;8.33;5.36;306;1017.3;12.7;12.2;999;99;99
2012;6;8;5;50;312;8.3;9.8;1.15;8.33;5.32;292;1016.9;12.5;12.2;999;99;99
2012;6;8;6;50;312;9.6;12;99;99;99;999;1016.6;11.8;12.4;999;99;99
2012;6;8;7;50;310;8.8;10.8;1.37;9.09;5.07;307;1016.4;12;12.5;999;99;99
2012;6;8;8;50;316;10.8;12.5;99;99;99;999;1015.7;12.1;11.6;999;99;99
2012;6;8;9;50;316;10.6;14.2;1.58;10;5.05;294;1015.6;11.9;11.7;999;99;99
2012;6;8;10;50;311;13.4;15.5;1.72;10;5.03;300;1015.2;11.9;11.6;999;99;99
2012;6;8;11;50;311;12.1;15;1.76;5.88;5.21;317;1015.4;11.7;11.5;999;99;99
2012;6;8;12;50;312;13.2;15.7;1.89;5.88;5.3;319;1015.4;11.6;11.5;999;99;99
2012;6;8;13;50;310;12.5;15.2;1.93;5.56;5.1;313;1015.7;11.7;11.5;999;99;99
2012;6;8;14;50;309;13.9;16.3;99;99;99;999;1015.9;11.7;11.5;999;99;99
2012;6;8;15;50;314;13.7;16.5;2.25;5.88;5.32;317;1016.6;11.9;11.4;999;99;99
2012;6;8;16;50;310;13.9;16.6;2.34;6.67;5.32;311;1017;12.1;11.3;999;99;99
2012;6;8;17;50;304;11.2;13.5;2.39;7.14;5.53;305;1017.7;11.9;11.2;999;99;99
2012;6;8;18;50;307;11.6;14.7;2.17;6.25;5.39;319;1017.7;11.9;11.1;999;99;99
2012;6;8;19;50;306;11.8;14.2;99;99;99;999;1017.5;12;11.1;999;99;99
2012;6;8;20;50;305;11.1;13.2;2.27;6.67;5.5;308;1017.4;12;11.1;999;99;99
2012;6;8;21;50;308;11.2;13.4;2.19;8.33;5.52;300;1017.2;12;11.3;999;99;99
2012;6;8;22;50;308;11.6;14.7;2.37;5.88;5.52;308;1017.2;12.2;11.5;999;99;99
2012;6;8;23;50;304;12.8;15.2;2.39;9.09;5.54;298;1016.5;12.1;11.6;999;99;99
2012;6;9;0;50;305;12.7;16;2.69;6.67;5.74;306;1016.1;12.1;11.6;999;99;99
2012;6;9;1;50;307;12.4;14.7;99;99;99;999;1016.1;12;11.6;999;99;99
2012;6;9;2;50;308;13.1;15.3;2.74;7.69;6.14;300;1015.8;11.8;11.6;999;99;99
2012;6;9;3;50;308;13.3;16.5;2.85;8.33;5.95;302;1015.9;11.7;11.4;999;99;99
2012;6;9;4;50;310;13;16.3;3.36;8.33;6.52;303;1015.9;11.5;11.2;999;99;99
2012;6;9;5;50;318;12.6;14.8;3.64;8.33;6.54;303;1016.2;11.4;10.8;999;99;99
2012;6;9;6;50;317;12.4;15.2;99;99;99;999;1016.1;11.4;10.6;999;99;99
2012;6;9;7;50;315;15.4;18.9;3.34;8.33;6.12;303;1015;11.5;10.8;999;99;99
2012;6;9;8;50;315;14.7;18.1;3.66;8.33;6.58;309;1014.9;11.4;11.1;999;99;99
2012;6;9;9;50;320;14.9;18.1;3.85;8.33;6.69;313;1014.6;11.3;11.1;999;99;99
2012;6;9;10;50;316;15;18.9;99;99;99;999;1014.8;11.2;11;999;99;99
2012;6;9;11;50;313;15.7;18.6;99;99;99;999;1014.4;11;10.7;999;99;99
2012;6;9;12;50;324;13.7;16.8;99;99;99;999;1015.3;11;10.5;999;99;99
2012;6;9;13;50;326;12.6;15.6;99;99;99;999;1016.1;10.9;10.3;999;99;99
2012;6;9;14;50;328;11.8;14.5;3.54;9.09;6.79;317;1016.3;10.6;10.1;999;99;99
2012;6;9;15;50;327;13.3;15.4;99;99;99;999;1016.4;10.7;10.3;999;99;99
2012;6;9;16;50;327;12.6;14.9;3.84;10.81;7.18;318;1016.6;10.6;10.2;999;99;99
2012;6;9;17;50;327;11.6;13.8;3.63;10;7.02;307;1016.7;10.6;10.1;999;99;99
2012;6;9;18;50;327;10.7;12.7;3.24;10.81;7.03;308;1016.7;10.8;10.2;999;99;99
2012;6;9;19;50;323;11;13.7;3.41;10;7.17;309;1016.4;10.9;10.3;999;99;99
2012;6;9;20;50;323;10.6;12.9;99;99;99;999;1016.1;11;10.3;999;99;99
2012;6;9;21;50;323;10.8;13.1;3.23;9.09;6.93;311;1015.6;11.2;10.4;999;99;99
2012;6;9;22;50;320;11.4;13.9;3.05;10.81;6.87;304;1014.9;11.2;10.5;999;99;99
2012;6;9;23;50;321;10.9;13.2;3.09;9.09;6.78;302;1014.4;11.3;10.6;999;99;99
2012;6;10;0;50;323;11.6;13.8;3.06;9.09;6.92;303;1013.7;11.4;10.6;999;99;99
2012;6;10;1;50;321;12.9;15.6;3.27;10;6.8;307;1013.2;11.5;10.6;999;99;99
2012;6;10;2;50;317;12.7;15;4.03;9.09;7.32;311;1013.1;11.5;10.5;999;99;99
2012;6;10;3;50;316;12.1;13.9;3.89;10;7.17;310;1013.1;11.4;10.5;999;99;99
2012;6;10;4;50;319;12;14.9;4;10;7.19;314;1013.2;11.4;10.5;999;99;99
2012;6;10;5;50;324;11.4;13.7;3.93;9.09;7.31;312;1013;11.4;10.5;999;99;99
2012;6;10;6;50;323;10.1;12.4;3.56;11.43;7.14;310;1012.5;11.3;10.4;999;99;99
2012;6;10;7;50;322;9.3;10.9;3.4;9.09;7.3;311;1012.2;11.5;10.9;999;99;99
2012;6;10;8;50;323;9.7;11.3;3.36;10.81;7.61;319;1011.8;11.8;11.2;999;99;99
2012;6;10;9;50;322;9.4;12;3.33;10.81;7.43;320;1011.6;11.6;11.3;999;99;99
2012;6;10;10;50;319;9.7;11.6;3.64;10.81;7.93;320;1011.6;11.4;11.2;999;99;99
2012;6;10;11;50;324;9.5;11.6;3.13;10.81;7.31;312;1011.6;11.3;11.1;999;99;99
2012;6;10;12;50;323;8.6;10;3.34;10.81;7.51;311;1011.9;11.1;10.8;999;99;99
2012;6;10;13;50;322;7.9;9.9;2.93;10.81;7.2;309;1012.4;11;10.3;999;99;99
2012;6;10;14;50;321;7.8;9.2;3.22;10.81;7.57;313;1012.9;10.9;10.1;999;99;99
2012;6;10;15;50;320;7.1;8.2;3.23;10.81;7.54;312;1013.5;10.8;10;999;99;99
2012;6;10;16;50;312;5.8;7.2;3.07;10;7.37;317;1013.8;10.7;10;999;99;99
2012;6;10;17;50;315;6.8;8.2;3.21;10.81;7.57;303;1013.8;10.8;10.1;999;99;99
2012;6;10;18;50;313;7.2;8.6;3.16;10;7.78;305;1014.1;11.2;10.2;999;99;99
2012;6;10;19;50;308;7.5;9.4;2.86;10.81;7.4;304;1014;11.8;10.7;999;99;99
2012;6;10;20;50;311;9.4;11;2.64;10.81;7.32;295;1013.7;12.1;11.8;999;99;99
2012;6;10;21;50;313;10.1;11.8;2.63;10;7.12;311;1013.6;12.1;11.9;999;99;99
2012;6;10;22;50;312;8.5;9.9;2.91;10;7.48;311;1013.5;12.2;12;999;99;99
2012;6;10;23;50;312;8.6;10.4;2.76;10;7.45;315;1013.2;12.3;12;999;99;99
2012;6;11;0;50;313;8.5;10.3;2.73;10;7.43;310;1013;12.4;12;999;99;99
2012;6;11;1;50;315;8.5;10.1;2.49;10;7.06;320;1012.7;12.4;12;999;99;99
2012;6;11;2;50;313;7.7;9;2.68;10;7.48;309;1012.8;12.3;12;999;99;99
2012;6;11;3;50;316;8.6;9.9;2.33;10;7.15;311;1012.7;12.2;11.9;999;99;99
2012;6;11;4;50;315;8;9.6;2.21;10;6.96;313;1013;12.2;11.9;999;99;99
2012;6;11;5;50;322;8.1;9.6;2.32;10;7.12;310;1013.2;12;11.9;999;99;99
2012;6;11;6;50;321;8.5;10.1;2.38;10;6.92;309;1012.9;12.1;11.9;999;99;99
2012;6;11;7;50;315;7.4;9.5;2.49;10;7.36;314;1013.2;12.1;11.8;999;99;99
2012;6;11;8;50;309;6.7;8.1;2.43;10;7.08;310;1013.2;12;11.8;999;99;99
2012;6;11;9;50;317;8.1;9.6;2.73;10;7.37;314;1012.9;12;11.8;999;99;99
2012;6;11;10;50;324;7.9;9.9;2.69;10;6.95;299;1012.9;11.8;11.8;999;99;99
2012;6;11;11;50;333;6.9;8.3;2.69;9.09;7.06;313;1013;11.5;11.8;999;99;99
2012;6;11;12;50;326;6.5;8.1;2.66;9.09;7.01;303;1013.3;11.4;11.8;999;99;99
2012;6;11;13;50;325;7.3;8.9;2.44;10;6.97;308;1013.9;11.6;11.7;999;99;99
2012;6;11;14;50;329;7.4;8.7;2.51;10;7.08;310;1014.5;11.6;11.4;999;99;99
2012;6;11;15;50;326;8.2;9.8;2.87;10;7.49;301;1014.9;11.6;11.4;999;99;99
2012;6;11;16;50;323;7.9;9.7;2.55;10;7.01;302;1015.4;11.6;11.4;999;99;99
2012;6;11;17;50;320;8.8;10.7;2.55;9.09;6.73;309;1015.7;11.5;11.4;999;99;99
2012;6;11;18;50;316;8.7;10.4;2.51;9.09;6.79;310;1016.1;11.6;11.4;999;99;99
2012;6;11;19;50;313;9.2;11.3;2.37;9.09;6.34;304;1016.3;11.7;11.6;999;99;99
2012;6;11;20;50;315;9.1;11.2;2.29;8.33;6.36;306;1016.4;11.8;11.8;999;99;99
2012;6;11;21;50;317;9.2;10.8;2.24;9.09;6.19;304;1016.2;11.8;11.8;999;99;99
2012;6;11;22;50;313;8.8;99;99;99;99;999;9999;11.8;999;999;99;99
2012;6;11;23;50;310;8.2;10.5;2.24;9.09;6.37;298;1015.9;12.1;12.1;999;99;99
2012;6;12;0;50;310;9.1;10.8;2.18;9.09;6.36;305;1015.7;12.1;12.1;999;99;99
2012;6;12;1;50;318;7.5;9;2.27;8.33;6.12;307;1015.6;12.1;12;999;99;99
2012;6;12;2;50;316;7.8;9.4;2.49;9.09;6.47;308;1015.8;12.1;12;999;99;99
2012;6;12;3;50;315;8.5;10.2;2.47;8.33;6.24;311;1015.9;11.8;11.8;999;99;99
2012;6;12;4;50;318;8.6;11.3;2.64;9.09;6.3;313;1016.3;11.6;11.7;999;99;99
2012;6;12;5;50;316;7.5;10.6;99;99;99;999;1016.5;11.5;11.6;999;99;99
2012;6;12;6;50;320;9.1;11.5;3.49;8.33;6.83;316;1016.1;11.5;11.5;999;99;99
2012;6;12;7;50;311;9.6;12.3;3.04;9.09;6.71;311;1015.6;11.5;11.4;999;99;99
2012;6;12;8;50;324;8.1;9.8;99;99;99;999;1015.8;11.6;11.3;999;99;99
2012;6;12;9;50;324;7.2;9;2.57;8.33;6.04;319;1015.5;11.6;11.3;999;99;99
2012;6;12;10;50;328;6.3;8.3;2.4;9.09;5.87;300;1015.4;11.5;11.3;999;99;99
2012;6;12;11;50;321;6;7.3;2.54;8.33;6.34;304;1015.2;11.4;11.3;999;99;99
2012;6;12;12;50;312;7.4;9;2.46;8.33;6.32;306;1015.2;11.4;11.3;999;99;99
2012;6;12;13;50;317;8.3;10.3;2.43;8.33;6.27;297;1015.3;11.4;11.3;999;99;99
2012;6;12;14;50;321;10;12.3;2.64;9.09;6.18;303;1015.6;11.3;11.4;999;99;99
2012;6;12;15;50;324;10.8;13.5;2.34;8.33;5.85;299;1015.8;11;11.4;999;99;99
2012;6;12;16;50;325;9;10.8;2.45;8.33;6.09;308;1016.2;11.1;11.5;999;99;99
2012;6;12;17;50;324;9;10.7;99;99;99;999;1016.3;11.2;11.5;999;99;99
2012;6;12;18;50;322;9;11.1;2.34;8.33;5.98;316;1016.8;11.2;11.6;999;99;99
2012;6;12;19;50;321;9.8;12.2;2.6;8.33;6.14;318;1016.5;11.3;11.6;999;99;99
2012;6;12;20;50;311;10.7;13.3;2.77;7.69;6.18;316;1016.4;11.4;11.6;999;99;99
2012;6;12;21;50;307;10.7;13.4;2.6;7.69;5.88;313;1016;11.6;11.6;999;99;99
2012;6;12;22;50;302;12.4;15;2.84;7.14;6.04;308;1015.3;11.6;11.5;999;99;99
2012;6;12;23;50;307;11.6;14.7;2.76;7.14;5.97;318;1015.5;11.6;11.5;999;99;99
2012;6;13;0;50;305;11.2;14.1;2.64;7.14;5.69;315;1015.5;11.4;11.2;999;99;99
2012;6;13;1;50;308;11.7;15.2;2.77;7.14;5.83;312;1015.3;11.2;11.2;999;99;99
